"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.13 0.28 0.63 0.54 0
"2" 0.02 0.14 0.05 0.43 0.69 0
"3" 0.02 0.14 0.92 0.44 0.98 0
"4" 0.02 0.75 0.65 0.73 0.54 1
"5" 0.02 0.79 0.86 0.68 0.51 1
"6" 0.03 0.71 0.33 0.86 0.49 0
"7" 0.03 0.96 0.62 0.26 0.03 1
"8" 0.04 0.68 0.96 0.72 0.49 1
"9" 0.05 0.16 0.17 0.04 0.59 0
"10" 0.06 0.14 0.27 0.99 0.6 0
"11" 0.06 0.44 0.22 0.67 0.27 0
"12" 0.06 0.58 0.28 0.84 0.72 0
"13" 0.07 0.39 0.57 0.76 0.21 0
"14" 0.08 0.07 0.16 0.79 0.68 0
"15" 0.08 0.59 0.62 0.38 0.98 1
"16" 0.09 0.95 0.62 0.73 0.58 1
"17" 0.1 0.01 0.59 0.57 0.59 0
"18" 0.11 0.46 0.33 0.39 0.53 1
"19" 0.15 0.48 0.26 0.96 0.56 0
"20" 0.18 0.14 0.41 0.93 0.52 0
"21" 0.18 0.26 0.79 0.51 0.44 0
"22" 0.18 0.29 0.84 0.35 0.81 0
"23" 0.19 0.12 0.25 0.98 0.85 0
"24" 0.2 0.09 0.98 0.35 0.66 0
"25" 0.24 0.26 0.12 0.01 0.79 0
"26" 0.25 0.65 0.68 0.19 0.49 0
"27" 0.26 0.04 0.83 0.02 0.68 0
"28" 0.26 0.64 0.12 0.75 0.68 1
"29" 0.26 0.72 0.91 0.05 0.87 1
"30" 0.27 0.32 0.33 0.42 0.49 0
"31" 0.29 0.13 0.4 0.68 0.71 0
"32" 0.29 0.43 0.64 0.12 0.67 0
"33" 0.3 0.92 0.21 0.93 0.34 1
"34" 0.31 0.24 0.43 0.55 0.94 0
"35" 0.32 0.38 0.57 0.92 0.77 0
"36" 0.33 0.62 0.63 0.51 0.05 1
"37" 0.34 0.67 0.5 0.41 0.26 0
"38" 0.34 0.96 0.74 0.28 0.98 1
"39" 0.35 1 0.22 0.16 0.44 0
"40" 0.37 0.9 0.11 0.47 0.54 0
"41" 0.38 0.8 0.41 0.22 0.83 1
"42" 0.39 0.1 0.85 0.89 0.84 1
"43" 0.4 0.26 0.21 0.51 0.81 0
"44" 0.4 0.89 0.77 0.48 0.86 1
"45" 0.41 0.2 0.28 0.52 0.57 1
"46" 0.41 0.24 0.14 0.62 0.5 0
"47" 0.41 0.88 0.21 0.64 0.85 1
"48" 0.43 0.01 0.86 0.69 0.34 1
"49" 0.43 0.35 0.34 0.25 0.12 0
"50" 0.47 0.34 0.21 0.78 0.7 0
"51" 0.47 0.51 0.19 0.28 0.83 1
"52" 0.49 0.47 0.63 0.07 0.85 0
"53" 0.53 0.01 0.74 0.54 0.22 1
"54" 0.55 0.53 0.13 0.36 0.34 0
"55" 0.56 0.67 0.86 0.08 0.87 1
"56" 0.56 0.88 0.6 0.14 0.99 1
"57" 0.57 0.42 0.35 0.59 0.08 1
"58" 0.57 0.63 0.31 0.43 0.74 1
"59" 0.57 0.68 0.41 0.62 0.09 0
"60" 0.57 0.83 0.3 0.39 0.63 1
"61" 0.58 0.75 0.61 0.31 0.25 0
"62" 0.59 0.33 0.3 0.38 0.82 1
"63" 0.59 0.96 0.18 0 0.96 1
"64" 0.6 0.09 0.03 0.69 0.61 1
"65" 0.6 0.38 0.34 0.2 0.59 1
"66" 0.61 0.85 0.15 0.76 0.17 0
"67" 0.64 0.45 0.75 0.5 0.82 1
"68" 0.64 0.84 0.95 0.73 0.07 1
"69" 0.66 0.81 0.15 0.26 0.64 1
"70" 0.67 0.5 0.47 0.87 0.4 1
"71" 0.71 0.37 0.55 0.47 0.13 1
"72" 0.73 0.48 0.18 0.92 0.89 1
"73" 0.74 0.51 0.18 0.04 0.94 0
"74" 0.74 0.81 0.9 0.46 0.01 0
"75" 0.77 0.42 0.48 0.18 0.85 1
"76" 0.77 0.61 0.45 0.43 0.27 1
"77" 0.78 0.59 0.41 0.09 0.77 1
"78" 0.78 0.6 0.51 0.62 0.9 0
"79" 0.79 0.93 0.02 0.44 0.81 1
"80" 0.81 0.4 0.87 0.82 0.07 0
"81" 0.82 0.27 0.65 0.06 0.83 1
"82" 0.82 0.45 0.5 0.58 0.66 0
"83" 0.83 0.89 0.33 0.36 0.26 0
"84" 0.84 0.71 0.63 0.2 0.78 1
"85" 0.84 0.88 0.61 0.76 0.48 1
"86" 0.86 0.33 0.51 0.58 0.32 1
"87" 0.86 0.82 0.45 0.22 0.99 1
"88" 0.87 0.2 0.6 0.74 0.68 1
"89" 0.88 0.67 0.47 0.23 0.43 0
"90" 0.89 0.82 0.36 0.85 0.54 1
"91" 0.9 0.05 0.91 0.03 0.55 0
"92" 0.9 0.31 0.01 0.29 0.22 0
"93" 0.9 0.73 0.44 0.89 0.37 1
"94" 0.91 0.86 0.29 0.26 0.88 1
"95" 0.94 0.43 0.2 0.21 0.26 0
"96" 0.94 0.92 0.61 0.37 0.59 1
"97" 0.98 0.95 0.72 0.89 0.65 0
"98" 0.99 0.88 0.98 0.03 0.76 1
"99" 1 0.28 0.18 0.55 0.94 0
"100" 1 0.38 0.28 0.05 0.75 1
