"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.9 0.97 0.32 0.16 0
"2" 0.02 0 0.73 0.76 0.93 0
"3" 0.02 0.33 0.6 0.14 0.88 0
"4" 0.03 0.04 0.48 0.23 0.27 0
"5" 0.03 0.16 0.23 0.53 0.13 0
"6" 0.03 0.61 0.42 0.99 0.82 0
"7" 0.03 0.73 0.2 0.7 0.84 1
"8" 0.04 0.01 0.02 0.66 0.39 0
"9" 0.04 0.25 0.5 0.92 0.2 0
"10" 0.05 0.32 0.9 0.02 0.4 0
"11" 0.07 1 0.98 0.97 0.38 1
"12" 0.09 0.68 0.95 0.37 0.7 1
"13" 0.1 0.5 0.5 0.31 0.82 0
"14" 0.12 0.12 0.32 0.67 0.28 0
"15" 0.12 0.73 0.46 0.08 0.87 1
"16" 0.12 0.82 0.47 0.43 0.29 1
"17" 0.13 0.64 0.77 0.38 0.45 1
"18" 0.13 0.7 0.93 0.92 0.1 1
"19" 0.14 0.9 0.25 0.57 0.27 1
"20" 0.16 0.05 0.39 0.66 0.83 0
"21" 0.17 0.79 0.16 0.86 0.55 1
"22" 0.18 0.8 0.16 0.63 0.93 1
"23" 0.19 0.31 0.48 0.81 0.87 0
"24" 0.19 0.52 0.39 0.05 0.49 0
"25" 0.19 0.93 0.87 0.64 0.38 1
"26" 0.2 0.66 0.23 0.51 0.65 0
"27" 0.21 0.28 0.5 0.85 0.36 0
"28" 0.22 0.32 0.87 0.35 0.36 0
"29" 0.22 0.37 0.09 0.48 0.71 0
"30" 0.23 0.65 0.14 0.75 0.05 0
"31" 0.26 0.13 0.59 0.98 0.12 0
"32" 0.26 0.45 0.37 0.85 0.15 0
"33" 0.29 0.05 0.54 0.81 0.33 0
"34" 0.29 0.72 0.44 0.46 0.7 1
"35" 0.3 0.7 0.42 0.82 0.76 1
"36" 0.33 0.88 0.45 0.35 0.49 0
"37" 0.34 0.72 0.82 0.14 0.33 0
"38" 0.34 0.95 0.46 0.92 0.48 0
"39" 0.36 0.5 0.29 0.34 0.34 0
"40" 0.38 0.22 0.17 0.63 0.96 0
"41" 0.38 0.75 0.49 0.49 0.2 1
"42" 0.41 0.06 0.44 0.27 0.01 0
"43" 0.42 0.1 0.45 0.02 0.14 0
"44" 0.42 0.61 0.72 0.2 0.35 0
"45" 0.43 0.47 0.54 0.83 0.24 0
"46" 0.43 0.65 0.74 0.59 0.74 1
"47" 0.45 0.1 0.37 0.34 0.13 1
"48" 0.45 0.41 0.8 0.47 0.91 1
"49" 0.46 0.16 0.97 0.61 0.05 0
"50" 0.47 0.64 0.7 0.15 0.04 0
"51" 0.49 0.24 0.07 0.16 0.43 0
"52" 0.53 0.18 0.17 0.93 0.83 0
"53" 0.53 0.81 0.41 0.97 0.06 1
"54" 0.54 0.3 0.29 0.51 0.42 0
"55" 0.55 0.34 0.08 0.56 0.46 1
"56" 0.58 0.46 0.74 0.23 0.31 0
"57" 0.6 0.69 0.18 0.42 0.3 0
"58" 0.61 0.95 0.47 0.47 0.38 0
"59" 0.62 0.59 0.47 0.74 0.79 1
"60" 0.63 0.74 0.67 0.43 0.28 0
"61" 0.65 0.29 0.6 0.72 0.28 1
"62" 0.65 0.45 0.88 0.76 0.19 1
"63" 0.65 0.48 0.01 0.25 0.77 1
"64" 0.65 0.7 0.37 0.47 0.23 1
"65" 0.65 0.85 0.35 0.43 0.27 0
"66" 0.66 0.27 0.05 0.88 0.66 1
"67" 0.66 0.64 0.79 0.63 0.45 1
"68" 0.71 1 0.53 0.04 0.75 0
"69" 0.72 0.77 0.99 0.89 0.6 1
"70" 0.75 0.72 0.36 0.68 0.17 1
"71" 0.76 0.27 0.41 0.97 0.22 1
"72" 0.76 0.29 1 0.63 0.75 1
"73" 0.78 0.2 0.65 0.91 0.27 1
"74" 0.78 0.57 0.46 0.25 1 1
"75" 0.79 0.1 0.57 0.01 0.91 1
"76" 0.79 0.26 0.86 0.85 0.87 1
"77" 0.8 0.46 0.28 0.96 0.48 1
"78" 0.8 0.65 0.76 0.22 0.6 1
"79" 0.81 0.6 0.32 0.96 0.57 1
"80" 0.81 0.6 0.63 0.44 0.01 1
"81" 0.81 0.64 0.71 0.29 0.86 1
"82" 0.81 0.77 0.3 0.99 0.26 1
"83" 0.81 0.98 0.35 0.15 0.43 0
"84" 0.82 0.47 0.6 0.35 0.05 0
"85" 0.83 0.52 0.47 0.31 0.91 0
"86" 0.83 0.57 0.15 0.57 0.79 1
"87" 0.84 0.73 0.01 0.7 0.64 1
"88" 0.84 0.73 0.48 0.74 0.29 1
"89" 0.86 0.07 0.46 0.96 0.8 1
"90" 0.87 0.37 0 0.58 0.54 1
"91" 0.88 0.21 0.67 0.07 0.34 0
"92" 0.89 0.24 0.95 0.97 0.52 1
"93" 0.92 0.2 0.85 0.08 0.28 0
"94" 0.92 0.74 0.09 0.52 0.9 1
"95" 0.93 0.29 0.75 0.38 0.87 1
"96" 0.94 0.29 0.57 0.46 0.28 1
"97" 0.95 0.87 0.25 0.03 0.46 1
"98" 0.96 0.21 0.45 0.21 0.75 0
"99" 0.97 0.72 0.7 0.9 0.44 1
"100" 0.98 0.03 0.45 0.86 0.3 1
