"x1" "x2" "x3" "x4" "x5" "y"
"1" 0 0.56 0.45 0.13 0.92 1
"2" 0.01 0.66 0.44 0.89 0.51 1
"3" 0.08 0.34 0.41 0.44 0.24 0
"4" 0.08 0.86 0.08 0.18 0.69 0
"5" 0.15 0.43 0.84 0.49 0.53 0
"6" 0.18 0.3 0.08 0.06 0.65 0
"7" 0.2 0.04 0.06 0.65 0.61 0
"8" 0.2 0.29 0.3 0.04 0.49 0
"9" 0.21 0.32 0.81 0.07 0.81 0
"10" 0.22 0.57 0.55 0.18 0.75 0
"11" 0.23 0.37 0.96 0.87 0.66 0
"12" 0.23 0.97 0.56 0.72 0.8 1
"13" 0.26 0.44 0.07 0.37 0.14 0
"14" 0.27 0.84 0.82 0.01 0.09 0
"15" 0.27 0.88 0.46 0.59 0.05 0
"16" 0.28 0.23 0.9 0.93 0.07 0
"17" 0.28 0.43 0.55 0.41 0.66 1
"18" 0.29 0.83 0.03 0.21 0.55 1
"19" 0.3 0.83 0.57 0.58 0.25 1
"20" 0.32 0.47 0.77 0.46 0.25 0
"21" 0.32 0.52 0.46 0.97 0.97 1
"22" 0.33 0.63 0.17 0.91 0.94 1
"23" 0.34 0.87 0.87 0.89 0.19 1
"24" 0.35 0.51 0.46 0.19 0.31 1
"25" 0.35 0.62 0.49 0.93 0.11 1
"26" 0.35 0.73 0.97 0.52 0.25 0
"27" 0.38 0.86 0.27 0.87 0.96 1
"28" 0.42 0.48 0.05 0.05 0.17 0
"29" 0.42 0.88 0.86 0.72 0.49 1
"30" 0.45 0.17 0.69 0.19 0.96 0
"31" 0.45 0.71 0.59 0.71 0.46 1
"32" 0.45 0.99 0.41 0.25 0.01 0
"33" 0.46 0.28 0.82 0.02 0.56 0
"34" 0.46 0.34 0.36 0.76 0.89 0
"35" 0.46 0.46 0.25 0.52 0.36 1
"36" 0.46 0.55 0.79 0.32 0.89 1
"37" 0.47 0.83 0.48 0.26 0 0
"38" 0.48 0.04 0.56 0.19 0.58 0
"39" 0.48 0.68 0.93 0.78 0.59 1
"40" 0.49 0.21 0.5 0.74 0.75 0
"41" 0.49 0.45 0.24 0.4 0.99 0
"42" 0.51 0.14 0.19 0.53 0.64 1
"43" 0.51 0.57 0.01 0.59 0.94 1
"44" 0.53 0.21 0.72 0.09 0.12 0
"45" 0.53 0.56 0.43 0.58 0.83 0
"46" 0.55 0.77 0.76 0.97 0.93 1
"47" 0.57 0.02 0.62 0.34 0.14 0
"48" 0.57 0.3 0.61 0.22 0.3 0
"49" 0.58 0.35 0.95 0.95 0.73 1
"50" 0.6 0.5 0.28 0.55 0.75 0
"51" 0.61 0.13 0.04 0.71 0.25 1
"52" 0.62 0.17 0.25 0.35 0.63 0
"53" 0.62 0.75 0.03 0.65 0.51 1
"54" 0.63 0.34 0.98 0.7 0.82 1
"55" 0.64 0.48 0.07 0.02 0.49 0
"56" 0.64 0.9 0.18 0.96 0.78 1
"57" 0.66 0.71 0.9 0.62 0.77 0
"58" 0.66 0.95 0.97 0.27 0.5 1
"59" 0.7 0.49 0.23 0.77 0.05 1
"60" 0.71 1 0.39 0.06 0.88 1
"61" 0.73 0.6 0.62 0.72 0.31 1
"62" 0.73 0.86 0.1 0.03 0.23 0
"63" 0.74 0.2 0.36 0.56 0.49 0
"64" 0.75 0.04 0.55 0.48 0.22 0
"65" 0.76 0.21 0.05 0.32 0.39 0
"66" 0.76 0.37 0.95 0.17 0.92 0
"67" 0.78 0.53 0.78 0.45 0.78 1
"68" 0.78 0.79 0.38 0.08 0.51 0
"69" 0.78 0.82 0.21 0.86 0.76 1
"70" 0.8 0.92 0.48 0.47 0.43 1
"71" 0.81 0.32 0.13 0.87 0.62 1
"72" 0.81 0.37 0.85 0.68 0.92 0
"73" 0.81 0.88 0.23 0.09 0.21 0
"74" 0.82 0.55 0.46 0.26 0.35 0
"75" 0.83 0.37 0.71 0.22 0.65 1
"76" 0.83 0.38 0.88 0.37 0.85 1
"77" 0.83 0.57 0.84 0.33 0.07 0
"78" 0.86 0.56 0.04 0.69 0.05 1
"79" 0.87 0.75 0.82 0.44 0.47 0
"80" 0.88 0.34 0.62 0.88 0.94 1
"81" 0.89 0.5 0.31 0.73 0.7 1
"82" 0.89 0.88 0.3 0.98 0.95 1
"83" 0.89 0.98 0.12 0.64 0.26 0
"84" 0.91 0.22 0.63 0.69 0.29 1
"85" 0.91 0.71 0.66 0.1 0.94 1
"86" 0.92 0.33 0.09 0.37 0.56 1
"87" 0.92 0.72 0.31 0.72 0.54 1
"88" 0.93 0.04 0.25 0.98 0.38 1
"89" 0.93 0.98 0.33 0.6 0.77 1
"90" 0.94 0.29 0.95 0.92 0.94 1
"91" 0.95 0.07 0.73 0.24 0 1
"92" 0.95 0.19 0.75 0.34 0.88 1
"93" 0.95 0.26 0.72 0.68 0.32 1
"94" 0.95 0.74 0.63 0.82 0.46 1
"95" 0.96 0.11 0.97 0.67 0.66 1
"96" 0.96 0.2 0.66 0.19 0.05 1
"97" 0.98 0.11 0.9 0.53 0.07 0
"98" 0.99 0.29 0.36 0.48 0.91 1
"99" 0.99 0.5 0.31 0.49 0.32 0
"100" 1 0.76 0.09 0.37 0.35 1
