"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.02 0.73 0.33 0.83 0.02 0
"2" 0.02 0.95 0.63 0.88 0.32 1
"3" 0.04 0.35 0.01 0.1 0.79 0
"4" 0.06 0.73 0.88 0.29 0.2 1
"5" 0.06 0.81 0.44 0.5 0.13 0
"6" 0.08 0.78 0.53 0.2 0.56 0
"7" 0.09 0.3 0.38 0.59 0.98 0
"8" 0.11 0.34 0.91 0.51 0.87 0
"9" 0.11 0.65 0.09 0.21 0.94 1
"10" 0.12 0.5 0.93 0.97 0.71 1
"11" 0.13 0.11 0.56 0.81 0.23 0
"12" 0.13 0.46 0.61 0.98 0.93 1
"13" 0.13 0.71 0.71 0.28 0.96 1
"14" 0.13 0.85 0.15 0.06 0.37 1
"15" 0.15 0.12 0.08 0.91 0.61 0
"16" 0.16 0.01 0.76 0.18 0.73 1
"17" 0.16 0.88 0.28 0.79 0.16 0
"18" 0.18 0.16 0.92 0 0.55 0
"19" 0.18 0.73 0.34 0.66 0.86 1
"20" 0.19 0.26 0.48 0.44 0.11 0
"21" 0.19 0.28 0.5 0.23 0.46 0
"22" 0.2 0.14 0.31 0.35 0.25 0
"23" 0.21 0.52 0.8 0.81 0.08 0
"24" 0.21 0.88 0.96 0.09 0.72 1
"25" 0.22 0.03 0.23 0.97 0.27 0
"26" 0.25 0.82 0.73 0.78 0.07 0
"27" 0.26 0.56 0.49 0.25 0.93 1
"28" 0.26 0.57 0.6 0.65 0.44 1
"29" 0.26 0.67 1 0.9 0.06 1
"30" 0.26 0.73 0.03 0.57 0.67 1
"31" 0.26 0.92 0.53 0.99 0.3 1
"32" 0.27 0.3 0.99 0.82 0.36 0
"33" 0.28 0.61 0.53 0.09 0.32 0
"34" 0.29 0.8 0.83 0.15 0.17 0
"35" 0.31 0.48 0.71 0.22 0.78 0
"36" 0.31 0.59 0.6 0.47 0.23 0
"37" 0.32 0.36 0.11 0.11 0.3 0
"38" 0.32 0.68 0.32 0.05 0.69 1
"39" 0.32 0.9 0 0.84 0.38 0
"40" 0.35 0.27 0.48 0.73 0.13 0
"41" 0.36 0.49 0.68 0.48 0.89 0
"42" 0.36 0.53 0.15 0.52 0.86 1
"43" 0.39 0.58 0.01 0.11 0.37 1
"44" 0.41 0.02 0.38 0.89 0.84 0
"45" 0.43 0.03 0.96 0.11 0.3 0
"46" 0.43 0.84 0.28 0.09 0.9 1
"47" 0.44 0.64 0.13 0.61 0.06 0
"48" 0.46 0.33 0.17 0.59 0.16 1
"49" 0.46 0.89 0.08 0.79 0.25 0
"50" 0.47 0.08 0.75 0.47 0.1 0
"51" 0.48 0.46 0.16 0.56 0.46 0
"52" 0.48 0.79 0.08 0.5 0.71 1
"53" 0.5 0.26 0.74 0.59 0.86 1
"54" 0.5 0.43 0.77 0.64 0.56 1
"55" 0.52 0.9 0.1 0.94 0.36 0
"56" 0.53 0.24 0.63 0.52 0.56 1
"57" 0.53 0.88 0.16 0.72 0.84 1
"58" 0.55 0.17 0.8 0.47 0.3 1
"59" 0.55 0.33 0.39 0.09 0.09 0
"60" 0.56 0.06 0.96 0.11 0.99 1
"61" 0.56 0.24 0.9 0.55 0.08 0
"62" 0.56 0.61 0.97 0.24 0.59 0
"63" 0.58 0.82 0.96 0.27 0.26 0
"64" 0.59 0.14 0.59 0.63 0.42 1
"65" 0.6 0.73 0.6 0.2 0.94 1
"66" 0.61 0.08 0.45 0.26 0.55 1
"67" 0.61 0.44 0.75 0.46 0.56 1
"68" 0.63 0.41 0.93 0.6 0.5 1
"69" 0.63 0.64 0.71 0.35 0.11 1
"70" 0.64 0.29 0.35 0.65 0.8 1
"71" 0.64 0.44 0.46 0.7 0.87 1
"72" 0.67 0.08 0.32 0.88 0.18 1
"73" 0.67 0.82 0.1 0.2 0.3 0
"74" 0.7 0.91 0.07 0.58 0.72 1
"75" 0.7 0.99 0.22 0.42 0.25 1
"76" 0.73 0.64 0.12 0.9 0.06 1
"77" 0.74 0.97 0.41 0.18 0.09 0
"78" 0.75 0.95 0.24 0.26 0.28 1
"79" 0.78 0.33 0.31 0.4 0.61 0
"80" 0.78 0.51 0.76 0.62 0.75 1
"81" 0.78 0.99 0.73 0.75 0.44 0
"82" 0.79 0.35 0.16 0.44 0.68 1
"83" 0.8 0.23 0.25 0.98 0.71 1
"84" 0.8 0.87 0.57 0.99 0.41 1
"85" 0.8 0.87 0.59 0.93 0.53 1
"86" 0.83 0.68 0.42 0.93 0.77 1
"87" 0.84 0.22 0.87 0.49 0.73 1
"88" 0.84 0.4 0.76 0.33 0.64 1
"89" 0.86 0.82 0.43 0.24 0.19 0
"90" 0.87 0.26 0.38 0.11 0.24 0
"91" 0.89 0.5 0.84 0.06 0.25 0
"92" 0.9 0.56 0.41 0.29 0.93 1
"93" 0.91 0.1 0.08 0.65 0.33 1
"94" 0.92 0.05 0.62 0.69 0.02 1
"95" 0.93 0.17 0.54 0.73 0.03 1
"96" 0.94 0.31 0.1 0.09 0.71 0
"97" 0.94 0.75 0.43 0.27 0.92 1
"98" 0.94 0.9 0.54 0.98 0.01 1
"99" 0.96 0.56 0.45 0.72 0.64 1
"100" 0.98 0.79 0.98 0.7 0.52 1
