"x1" "x2" "x3" "x4" "x5" "y"
"1" 0 0.1 0.26 0.89 0.66 0
"2" 0.01 0.08 0.43 0.72 0.06 0
"3" 0.02 0.44 0.65 0.18 0.58 0
"4" 0.02 0.57 0.65 0.65 0.74 1
"5" 0.02 0.63 0.34 0.67 0.21 0
"6" 0.03 0.52 0.06 0.21 0.04 0
"7" 0.05 0.31 0.67 0.76 0.69 1
"8" 0.06 0.98 0.61 0.46 0.85 1
"9" 0.08 0.64 0.43 0.42 0.42 0
"10" 0.09 0.77 0.53 0.58 0.83 1
"11" 0.09 0.78 0.63 0.11 0.29 0
"12" 0.1 0.09 0.98 0.65 0.4 0
"13" 0.1 0.59 0.07 0.51 0.84 1
"14" 0.1 0.95 0.51 0.71 0.04 1
"15" 0.11 0.95 0.37 0.62 0.53 0
"16" 0.12 0.35 0.99 0.66 0.23 1
"17" 0.12 0.69 0.69 0.16 0.19 0
"18" 0.13 0.29 0.24 0.9 0.87 0
"19" 0.14 0.84 0.51 0.01 0.04 0
"20" 0.15 0.64 0.48 0.3 0.79 0
"21" 0.17 0.63 0.17 0.51 0.59 0
"22" 0.18 0.79 0.73 0.89 0.27 1
"23" 0.18 0.93 0.69 0.7 0.38 0
"24" 0.2 0.51 0.1 0.08 0.19 0
"25" 0.21 0.51 0.41 0.29 0.92 1
"26" 0.21 0.54 0.69 0.39 0.37 0
"27" 0.23 0.25 0.24 0.97 0.1 0
"28" 0.23 0.65 0.3 0.88 0.94 1
"29" 0.24 0.06 0.47 0.35 0.51 0
"30" 0.26 0.7 0.14 0.7 0.69 1
"31" 0.29 0.27 0.14 0.41 0.06 0
"32" 0.32 0.19 0.63 0.05 0.55 0
"33" 0.33 0.19 0.11 0.78 0.84 0
"34" 0.34 0.83 0.38 0.73 0.01 1
"35" 0.35 0.48 0.76 0.81 0.73 1
"36" 0.37 0.63 0.87 0.68 0.1 0
"37" 0.38 0.23 0.72 0.41 0.64 0
"38" 0.38 0.53 0.04 0.77 0.84 1
"39" 0.4 0.4 0.94 0.92 0.77 1
"40" 0.4 0.83 0.48 0.91 0.8 1
"41" 0.41 0.63 0.5 0.19 0.02 0
"42" 0.42 0.17 0.6 0.42 0.65 1
"43" 0.42 0.92 0.81 0.73 0.94 1
"44" 0.43 0.77 0.89 0.57 0.67 0
"45" 0.44 0.11 0.97 0.88 0.44 0
"46" 0.46 0.74 0.04 0.14 0.86 1
"47" 0.47 0.28 0.62 0.46 0.93 0
"48" 0.47 0.36 0.8 0.72 0.71 0
"49" 0.47 0.9 0.06 0.64 0.45 0
"50" 0.48 0.12 0.23 0.89 0.64 0
"51" 0.48 0.47 0.38 0.25 0.49 1
"52" 0.48 0.63 0.4 0.59 0.17 0
"53" 0.49 0.23 0.17 0.61 0.62 1
"54" 0.5 0.03 0.52 0.95 0.08 0
"55" 0.5 0.84 0.12 0.45 0.55 1
"56" 0.54 0.11 0.9 0.5 0.15 0
"57" 0.54 0.38 0.1 0.6 0.7 0
"58" 0.56 0.49 0.61 0.43 0.65 1
"59" 0.57 0.04 0.78 0.27 0.81 1
"60" 0.57 0.56 0.65 0.61 0.42 1
"61" 0.58 0.6 0.99 0.3 1 1
"62" 0.62 0.91 0.21 0.65 0.4 1
"63" 0.63 0.53 0.97 0.22 0.34 0
"64" 0.64 0.41 0.16 0.08 0.18 0
"65" 0.65 0.66 0.17 0.81 0.89 1
"66" 0.66 0.51 0.65 0.5 0.72 1
"67" 0.68 0.9 0.39 0.12 0.6 1
"68" 0.69 0.79 0.68 0.17 0.85 1
"69" 0.7 0.13 0.96 0.22 0.77 0
"70" 0.7 0.84 0.52 0.79 0.81 1
"71" 0.71 0.89 0.55 0.56 0.48 0
"72" 0.72 0.34 0.99 0.17 0.27 0
"73" 0.74 0.23 0.08 0.26 0.24 0
"74" 0.74 0.66 0.23 0.15 0.47 0
"75" 0.74 0.95 0.87 0.85 0.47 1
"76" 0.76 0.67 0.79 0.47 0.09 0
"77" 0.76 0.68 0.9 0.43 0.53 1
"78" 0.78 0.84 0.95 0.69 0.37 1
"79" 0.79 0.08 0.86 0.3 0.59 1
"80" 0.8 0.82 0.15 0.28 0.59 0
"81" 0.8 0.98 0.96 0.04 0.81 1
"82" 0.83 0.17 0.78 0.33 0.56 1
"83" 0.86 0.87 0.35 0.96 0.95 1
"84" 0.87 0.7 0.83 0.97 0.82 1
"85" 0.87 0.96 0.34 0.52 0.32 1
"86" 0.88 0.33 0.81 0.28 0.01 0
"87" 0.88 0.38 0.15 0.4 0.62 0
"88" 0.88 0.48 0.14 0.71 0.25 1
"89" 0.88 0.86 0.71 0 0.04 0
"90" 0.9 0.88 0.57 0.01 0.16 0
"91" 0.91 0.44 0.76 0.13 0.2 0
"92" 0.91 0.77 0.18 0.2 0.65 1
"93" 0.94 0.69 0.29 0.37 0.35 1
"94" 0.95 0.59 0.51 0.83 0.2 1
"95" 0.97 0.36 0.95 0.4 0.38 0
"96" 0.97 0.67 0.68 0.14 0.72 1
"97" 0.98 0.65 0.2 0.04 0.69 1
"98" 0.98 0.76 0.44 0.47 0.13 1
"99" 0.99 0.02 0.68 0.9 0.24 1
"100" 0.99 0.55 0.73 0.27 0.4 0
