"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0 0.03 0.86 0.14 0
"2" 0.01 0.33 0.44 0.86 0.72 0
"3" 0.02 0.07 0.63 0.63 0.88 0
"4" 0.03 0.95 0.49 0.86 0.64 1
"5" 0.04 0.52 0.57 0.52 0.43 0
"6" 0.06 0.27 0.5 0.92 0.26 0
"7" 0.06 0.29 0.12 0.82 0.11 0
"8" 0.06 0.9 0.61 0.38 0.89 1
"9" 0.08 0.65 0.29 0.15 0.75 1
"10" 0.09 0.41 0.82 0.89 0.7 0
"11" 0.1 0.28 0.28 0.29 0.69 0
"12" 0.1 0.41 0.93 1 0.34 0
"13" 0.11 0.14 0.04 0.41 0.11 0
"14" 0.12 0.31 0.68 0.83 0.1 0
"15" 0.12 0.71 0.3 0.9 0.67 1
"16" 0.13 0.57 0.4 0.53 0.16 0
"17" 0.17 0.64 0.78 0.65 0.8 1
"18" 0.19 0.59 0.23 0.6 0.33 0
"19" 0.2 0.41 0.13 0.89 0.96 0
"20" 0.21 0.96 0.29 0.12 0.76 1
"21" 0.21 0.98 0.16 0.08 0.88 1
"22" 0.25 0.06 0.58 0.33 0.75 0
"23" 0.25 0.55 0.76 0.96 0.01 0
"24" 0.27 0.72 0.62 0.28 0.14 0
"25" 0.28 0.96 0.71 0.3 0.39 0
"26" 0.29 0.2 0.06 0.51 0.4 0
"27" 0.3 0.11 0.24 0.29 0.13 0
"28" 0.3 0.83 0.93 0.07 0.79 0
"29" 0.3 0.92 0.8 0.51 0.09 0
"30" 0.32 0.18 0.28 0.54 0.68 0
"31" 0.33 0.25 0.18 0.73 0.78 0
"32" 0.35 0.8 0.17 0.1 0.73 1
"33" 0.36 0.31 0.86 0.35 0.48 1
"34" 0.36 0.37 0.01 0.79 0.51 0
"35" 0.36 0.51 0.16 0.79 0.33 0
"36" 0.36 0.81 0.87 0.95 0.18 1
"37" 0.37 0.57 0.17 0.33 0.71 1
"38" 0.39 0.62 0.94 0.67 0.92 0
"39" 0.4 0.95 0.46 0.2 0.88 1
"40" 0.42 0.5 0.86 0.69 0.44 1
"41" 0.42 0.86 0.63 0.48 0.1 0
"42" 0.43 0.08 0.37 0.01 0.39 0
"43" 0.46 0.65 0.95 0.95 0.1 0
"44" 0.48 0.21 0.84 0.99 0.27 1
"45" 0.52 0.21 0.84 0.62 0.22 0
"46" 0.52 0.41 0.63 0.93 0.35 1
"47" 0.52 0.85 0.57 0.52 0.21 0
"48" 0.53 0.5 0.32 0.33 0.55 0
"49" 0.53 0.86 0.42 0.1 0.13 0
"50" 0.56 0.09 0.3 0.79 0.84 1
"51" 0.56 0.5 0.8 0.78 0.25 1
"52" 0.56 0.74 0.31 0.98 0.99 1
"53" 0.58 0.33 0.63 0.94 0.01 0
"54" 0.58 1 0.86 0.5 0.7 1
"55" 0.6 0.78 0.3 0.1 0.42 1
"56" 0.61 0.31 0.86 0.14 0.52 0
"57" 0.61 0.36 0.22 0.16 0.53 1
"58" 0.61 0.48 0 0.61 0.39 1
"59" 0.64 0.46 0.47 0.45 0 1
"60" 0.65 0.77 0.56 0.64 0.7 1
"61" 0.65 0.85 0.58 0.48 0.35 1
"62" 0.67 0.23 0.24 0.99 0.02 1
"63" 0.68 0.11 0.4 0.15 0.54 0
"64" 0.68 0.12 0.66 0.4 0.99 1
"65" 0.69 0.51 0.39 0.24 0.92 1
"66" 0.71 0.37 0.09 0.3 0.22 0
"67" 0.72 0.71 0.54 0.77 0.01 1
"68" 0.73 0.46 0.18 0.32 0.37 1
"69" 0.73 0.47 0.94 0.55 0.18 1
"70" 0.75 0.14 0.72 0.5 0.72 1
"71" 0.75 0.27 0.95 0.87 0.52 1
"72" 0.76 0.23 0.28 0.85 0.35 0
"73" 0.76 0.48 0.27 0.72 0.98 1
"74" 0.76 0.89 0.1 0.89 0.73 1
"75" 0.77 0.72 0.25 0.93 0.02 1
"76" 0.78 0.74 0.42 0.93 0.1 1
"77" 0.81 0.37 0.55 0.5 0.71 1
"78" 0.82 0.77 0.48 0.68 0.73 1
"79" 0.83 0.02 0.85 0.69 0.85 0
"80" 0.83 0.95 0 0.23 0.92 1
"81" 0.84 0.61 0.93 0.87 0.95 1
"82" 0.86 0.29 0.33 0.67 0.24 1
"83" 0.87 0.51 0.29 0.69 0.2 1
"84" 0.87 0.92 0.87 0.65 0.43 1
"85" 0.88 0.67 0.45 0.05 0.11 0
"86" 0.88 0.93 0.21 0.17 0.59 1
"87" 0.89 0.92 0.17 0.44 0.03 0
"88" 0.9 0.06 0.32 0.65 0.28 1
"89" 0.91 0.27 0.69 0.46 0.31 1
"90" 0.92 0.57 0.82 0.29 0.55 1
"91" 0.93 0.04 0.73 0.92 0.4 1
"92" 0.93 0.79 0.3 0.6 0.85 1
"93" 0.94 0 0.93 0.18 0.04 0
"94" 0.94 0.16 0.42 0.51 0.27 1
"95" 0.94 0.66 0.66 0.86 0.96 1
"96" 0.95 0.41 0.46 0.24 0.28 0
"97" 0.96 0.65 0.84 0.59 0.16 1
"98" 0.97 0.18 0.16 0.77 0.3 1
"99" 0.97 0.64 0.5 0.72 0.21 1
"100" 0.99 0.43 0.99 0.06 0.78 1
