"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.59 0.31 0 0.05 0
"2" 0.02 0.99 0.27 0.79 0.37 0
"3" 0.03 0.1 0.98 0.26 0.26 0
"4" 0.03 0.96 0.85 0.47 0.03 0
"5" 0.04 0.11 0.7 0.75 0.87 0
"6" 0.06 0.96 0.93 0.07 0.36 0
"7" 0.07 0.39 0.57 0.51 0.91 1
"8" 0.07 0.61 0.03 0.37 0.36 0
"9" 0.12 0.36 0.49 0.63 0.01 1
"10" 0.12 0.44 0.42 0.05 0.89 0
"11" 0.12 0.93 0.39 0.18 0.89 1
"12" 0.13 0.2 0.61 0.81 0.42 0
"13" 0.15 0.35 0.32 0.05 0.12 0
"14" 0.17 0.18 0.6 0.53 0.8 0
"15" 0.18 0.11 0.9 0.99 0.26 0
"16" 0.19 0.58 0.37 0.02 0.17 0
"17" 0.2 0.5 0.62 0.21 0.43 0
"18" 0.2 0.91 0.68 0.79 0.45 1
"19" 0.21 0.96 0.08 0.46 0.44 1
"20" 0.22 0.72 0.05 0.05 0.38 0
"21" 0.24 0.01 0.74 0.27 0.21 0
"22" 0.24 0.09 0.95 0.77 0.99 0
"23" 0.24 0.62 0.04 0.21 0.58 1
"24" 0.26 0.54 0.48 0.93 0.36 1
"25" 0.26 0.76 0.26 0.61 0.3 0
"26" 0.27 0.92 0.42 0.4 0.72 1
"27" 0.31 0.69 0.08 0.51 0.66 1
"28" 0.32 0.13 0.43 0.01 0.61 0
"29" 0.33 0.41 0.33 0 0.7 0
"30" 0.34 0.69 0.31 0.13 0.82 1
"31" 0.35 0.73 0.31 0.52 0.79 1
"32" 0.35 0.93 0.63 0.36 0.89 1
"33" 0.36 0.05 0.46 0.91 0.72 0
"34" 0.37 0.36 0.84 0.7 0.42 1
"35" 0.38 0.07 0.53 0.6 0.48 1
"36" 0.39 0.16 0.63 0.73 0.65 1
"37" 0.39 0.97 0.99 0.93 0.17 1
"38" 0.4 0.41 0.34 0.69 0.61 0
"39" 0.4 0.65 0.91 0.55 0.47 0
"40" 0.41 0.42 0.97 0.76 0.33 0
"41" 0.41 0.46 0.92 0.16 0.32 0
"42" 0.41 0.73 0.16 0.9 0.79 1
"43" 0.41 0.74 0.55 0.77 0.31 0
"44" 0.42 0.14 0.26 0.71 0.53 0
"45" 0.43 0.82 0.03 0.33 0.66 1
"46" 0.44 0.41 0.15 0.03 0.29 0
"47" 0.45 0.55 0.56 0.69 0.52 0
"48" 0.46 0.75 0.83 0.75 0.44 1
"49" 0.47 0.65 0.39 0.56 0.91 0
"50" 0.49 0.11 0.98 0.52 0.26 0
"51" 0.5 0.31 0.84 0.5 0.46 1
"52" 0.5 0.54 0.01 0.72 0.71 0
"53" 0.51 0.05 0.63 0.39 0.51 1
"54" 0.51 0.56 0.85 0.25 0.12 0
"55" 0.52 0.66 0.99 0.12 0.42 0
"56" 0.52 0.84 0.47 0.66 0.62 1
"57" 0.55 0.53 0.13 0.92 0.94 0
"58" 0.55 0.86 0.4 0.86 0.39 1
"59" 0.56 0.85 0.59 0.49 0.22 0
"60" 0.56 0.98 0.33 0.77 0.78 1
"61" 0.58 0.22 0.26 0.45 0.86 1
"62" 0.58 0.65 0.45 0.08 0.56 1
"63" 0.61 0.53 0.99 0.44 0.16 0
"64" 0.61 0.79 0.62 0.09 0.31 0
"65" 0.63 0.49 0.03 0.62 0.6 1
"66" 0.66 0.17 0.52 0.48 0.15 0
"67" 0.67 0.17 0.96 0.81 0.69 1
"68" 0.68 0.73 0.24 0.54 0.94 1
"69" 0.68 0.97 0.51 0.67 0.81 1
"70" 0.7 0.77 0.19 0.97 0.99 1
"71" 0.71 0.22 0.14 0.94 0.86 1
"72" 0.71 0.53 0.65 0.45 0.95 1
"73" 0.71 0.71 0.48 0.4 0.6 0
"74" 0.71 0.85 0.84 0.97 0.24 1
"75" 0.72 0.39 0.97 0.43 0.43 0
"76" 0.73 0.04 0.04 0.62 0.09 1
"77" 0.73 0.55 0.48 0.04 0.79 0
"78" 0.73 0.69 0.86 0.43 0.61 1
"79" 0.78 0.14 0.98 0.71 0.47 1
"80" 0.78 0.44 0.88 0.76 0.76 1
"81" 0.78 0.96 0.6 0.24 0.39 0
"82" 0.79 0.25 0.73 0.53 0.05 0
"83" 0.79 0.95 0.95 0.4 0.46 1
"84" 0.83 0.23 0.13 0.13 0.93 0
"85" 0.83 0.45 0.17 0.54 0.08 1
"86" 0.84 0.03 0.06 0.71 0.22 1
"87" 0.84 0.9 0.24 0.74 0.9 1
"88" 0.85 0.96 0.99 0.12 0.01 0
"89" 0.86 0.03 0.71 0.29 0.9 1
"90" 0.86 0.3 0.94 0.52 0.48 1
"91" 0.88 0.03 0.14 0.46 0.76 0
"92" 0.89 0.13 0.53 0.56 0.27 1
"93" 0.92 0.41 0.87 0.59 0.84 1
"94" 0.94 0.07 0.4 0.4 0.64 0
"95" 0.94 0.39 0.39 0.98 0.81 1
"96" 0.95 0.28 0.99 0.31 0.49 0
"97" 0.96 0.47 0.11 0.89 0.97 1
"98" 0.96 0.81 0.3 0.01 0.53 1
"99" 0.97 0.2 0.83 0.61 0.52 0
"100" 0.98 0.11 0.73 0.5 0.95 1
