"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.01 0.54 0.22 0.04 0
"2" 0.01 0.3 0.64 0.52 0.78 0
"3" 0.05 0.28 0.02 0.13 0.91 1
"4" 0.06 0.3 0.18 0.97 0.91 0
"5" 0.07 0.19 0.48 0.68 0.09 0
"6" 0.07 0.82 0.32 0.25 0.8 1
"7" 0.07 0.86 0.68 0.77 0.86 1
"8" 0.08 0.27 0.56 0.76 0.14 0
"9" 0.1 0.77 0.42 0.62 0.47 0
"10" 0.11 0.24 0.66 0.92 0.72 0
"11" 0.11 0.32 0.76 0.43 0.35 0
"12" 0.11 0.58 0.86 0.8 0.06 0
"13" 0.12 0.74 0.7 0.59 0.64 1
"14" 0.12 0.91 0.75 0.89 0.82 1
"15" 0.14 0.42 0.91 0.54 0.93 0
"16" 0.15 0.7 0.48 0.48 0.35 0
"17" 0.16 0.47 0.79 0.5 0.27 1
"18" 0.19 0.03 0.21 0.2 0.34 0
"19" 0.19 0.13 0.34 0.97 0.56 0
"20" 0.2 0.36 0.85 0.95 0.34 0
"21" 0.21 0.21 0.41 0.27 0.44 0
"22" 0.23 0.18 0.15 0.67 0.19 0
"23" 0.24 0.95 0.38 0.07 0.39 1
"24" 0.26 0.82 0.16 0.24 0.36 1
"25" 0.27 0.13 0.03 0.56 0.34 0
"26" 0.28 0.02 0.96 0.3 0.31 1
"27" 0.29 0.04 0.55 0.55 0.44 0
"28" 0.29 0.4 0.51 0.19 0.56 0
"29" 0.29 0.86 0.54 0.48 0 1
"30" 0.29 0.88 0.78 0.06 0.26 0
"31" 0.3 0.33 0.38 0.64 0.24 0
"32" 0.3 0.47 0.44 0.77 0.93 1
"33" 0.32 0.22 0.76 0.69 0.9 0
"34" 0.32 0.65 0.58 0.2 0.8 1
"35" 0.33 0.51 0.74 0.1 0.71 1
"36" 0.34 0.01 0.22 0.17 0.56 0
"37" 0.35 0.47 0.87 0.74 0.98 0
"38" 0.36 0.89 0.85 0.3 0.28 0
"39" 0.37 0.76 0.01 0.26 0.58 1
"40" 0.37 0.98 0.49 0.03 0.19 0
"41" 0.38 0.23 0.87 0.32 0.13 0
"42" 0.38 0.84 0.37 0.37 0.44 0
"43" 0.39 0.96 0.94 0.6 0.32 1
"44" 0.4 0.07 0.64 0.83 0.41 0
"45" 0.4 0.34 0.06 0.54 0.37 0
"46" 0.4 0.75 0.75 0.03 0.45 1
"47" 0.41 0.62 0.69 0.91 0.87 0
"48" 0.42 0.42 0.78 0.86 0.25 0
"49" 0.43 0.38 0.74 0.13 0.23 0
"50" 0.44 0.76 0.55 0.85 0.87 1
"51" 0.45 0.21 0.47 0.28 0.48 0
"52" 0.47 0.42 0.77 0.67 0.24 1
"53" 0.47 0.43 0.92 0.7 0.31 0
"54" 0.47 0.6 0.59 0.15 0.77 0
"55" 0.49 0.47 0.16 0.99 0.97 1
"56" 0.49 0.88 0.95 0.18 0.75 1
"57" 0.5 0.96 0.67 0.36 0.4 1
"58" 0.51 0.26 0.2 0.11 0.75 0
"59" 0.52 0.38 0.52 0.63 0.11 1
"60" 0.53 0.98 0.57 0.42 0.71 1
"61" 0.54 0.19 0.38 0.37 0.01 0
"62" 0.57 0.23 0.69 0.71 0.65 1
"63" 0.59 0.24 0.77 0.42 0.54 0
"64" 0.6 0.74 0.23 0.58 0.54 0
"65" 0.61 0.05 0.83 0.38 0.83 1
"66" 0.62 0.99 0.35 0.3 0.15 1
"67" 0.63 0 0.54 0.04 0.76 0
"68" 0.63 0.02 0.21 0.2 0.54 0
"69" 0.63 0.72 0.2 0.53 0.23 1
"70" 0.63 0.87 0.49 0.9 0.03 0
"71" 0.64 0.16 0.81 0.02 0.05 0
"72" 0.68 0.06 0.94 0.77 0.11 1
"73" 0.68 0.52 0.82 0.39 0.83 1
"74" 0.69 0.84 0.87 0.45 0.19 1
"75" 0.7 0.11 0.79 0.07 0.39 1
"76" 0.7 0.23 0.16 0.19 0.66 0
"77" 0.7 0.35 0.34 0.74 0.96 0
"78" 0.73 0.51 0.81 0.13 0.38 0
"79" 0.73 0.57 0.59 0.91 0.32 1
"80" 0.75 0.86 0.6 0.74 1 1
"81" 0.77 0.02 0.79 0.2 0.46 0
"82" 0.77 0.57 0.49 0.59 0.96 1
"83" 0.77 0.78 0.12 0.29 0.27 0
"84" 0.78 0.71 0.49 0.8 0.31 1
"85" 0.79 0.49 0.57 0.71 0.41 1
"86" 0.79 0.81 0.63 0.61 0.94 1
"87" 0.82 0.04 0.64 0.47 0.16 0
"88" 0.87 0.17 0.01 0.28 0.62 1
"89" 0.88 0.14 0.49 0.04 0.96 1
"90" 0.88 0.75 0.57 0.01 0.94 1
"91" 0.89 0.03 0.24 0.15 1 0
"92" 0.91 0.17 0.19 0.66 0.46 1
"93" 0.92 0.45 0.76 0.02 0.27 0
"94" 0.92 0.59 0.11 0.77 0.12 1
"95" 0.93 0.63 0.54 0.54 0.59 1
"96" 0.94 0.51 0.74 0.15 0.71 1
"97" 0.94 0.82 0.69 0.93 0.79 1
"98" 0.95 0.19 0.96 0.79 0.66 1
"99" 0.96 0.14 0.25 0.9 0.58 1
"100" 0.97 0.5 0.9 0.65 0.56 0
