"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.24 0.29 0.72 0.55 0
"2" 0.04 0.68 0.28 0.72 0.76 1
"3" 0.05 0.43 0.76 0.67 0.45 1
"4" 0.05 0.91 0.74 0.89 0.09 1
"5" 0.06 0.27 0.99 0.33 0.18 0
"6" 0.06 0.73 0.67 0.09 0.89 1
"7" 0.07 0.97 0.49 0.87 0.05 1
"8" 0.08 0.13 0.8 0.75 0.71 0
"9" 0.08 0.36 0.41 0.86 0.25 0
"10" 0.11 0.6 0.37 0.87 0.54 0
"11" 0.11 0.89 0.21 0.85 0.23 0
"12" 0.12 0.66 0.03 0.74 0.24 0
"13" 0.13 0.31 0.93 0.17 0.54 0
"14" 0.13 0.83 0.59 0.98 0.43 0
"15" 0.14 0.35 0.77 0.79 0.88 1
"16" 0.14 0.67 0.2 0.85 0.99 1
"17" 0.14 0.73 0.19 0.4 0.06 0
"18" 0.15 0.77 0.66 0.32 0.12 0
"19" 0.19 0.24 0.36 0.75 0.65 0
"20" 0.21 0.22 0.79 0.03 0.44 0
"21" 0.21 0.27 0.79 0.43 0.62 1
"22" 0.21 0.3 0.56 0.03 0.55 0
"23" 0.22 0.9 0.4 0.71 0.96 1
"24" 0.22 0.96 0.05 0.49 0.97 1
"25" 0.24 0.58 0.24 0.22 0.19 0
"26" 0.26 0.11 0.98 0.29 0.91 0
"27" 0.31 0.28 0.37 0.24 0.36 0
"28" 0.31 0.58 0.82 0.34 0.84 0
"29" 0.33 0.33 0.62 0.34 0.69 0
"30" 0.33 0.88 0.56 0.78 0.1 0
"31" 0.34 0.21 0.85 0.51 0.25 1
"32" 0.34 0.25 0.12 0.04 0.85 0
"33" 0.36 0.83 0.13 0.62 0.15 0
"34" 0.37 0.35 0.49 0.53 0.99 0
"35" 0.4 0.66 0.43 0.2 0.28 0
"36" 0.41 0.18 0.98 0.42 0.36 0
"37" 0.42 0.09 0.37 0.16 0.13 0
"38" 0.43 0.28 0.9 0.43 0.6 0
"39" 0.43 0.53 0.51 0.77 0.35 1
"40" 0.45 0.36 0.81 0.47 0.37 0
"41" 0.5 0.62 0.65 0.38 0.69 1
"42" 0.52 0.49 0.02 0.9 0.41 0
"43" 0.52 0.8 0.45 0.73 0.18 1
"44" 0.53 0.4 0.9 0.37 0.77 1
"45" 0.53 0.67 0.92 0.37 0.12 0
"46" 0.55 0.81 0.19 0.17 0.73 1
"47" 0.56 0.73 0.91 0.95 0.99 1
"48" 0.56 0.99 0.98 0.69 0.84 1
"49" 0.57 1 0.38 0.04 0.61 1
"50" 0.58 0.77 0.3 0.79 0.15 0
"51" 0.58 0.82 0.32 0.73 1 1
"52" 0.61 0.13 0.06 0.02 0.25 0
"53" 0.62 0.9 0.11 0.1 1 1
"54" 0.64 0.31 0.79 0.87 0.51 1
"55" 0.66 0.43 0.01 0.69 0.68 1
"56" 0.66 0.87 0.49 0.82 0.07 0
"57" 0.67 0.21 0.35 0.08 0.79 0
"58" 0.67 0.42 0.15 0.68 0.55 1
"59" 0.68 0.76 0.25 0.81 0.5 1
"60" 0.68 0.82 0.82 0.54 0.75 1
"61" 0.71 0.27 0.73 0.05 0.16 0
"62" 0.71 0.34 0.93 0.08 0.52 0
"63" 0.71 0.43 0.01 0.79 0.35 1
"64" 0.71 0.94 0.8 0.82 0.79 1
"65" 0.72 0.34 0.6 0.87 0.33 0
"66" 0.72 0.58 0.45 0.44 0.91 1
"67" 0.74 0.27 0.9 0.24 0.38 0
"68" 0.75 0.31 0.14 0.04 0.96 0
"69" 0.76 0.43 0.32 0.45 0.95 0
"70" 0.77 0.72 0.66 0.64 0.49 1
"71" 0.78 0.83 0.12 0.94 0.84 1
"72" 0.79 0.41 0.06 0.8 0.14 1
"73" 0.8 0.28 0.58 0.53 0.56 1
"74" 0.8 0.48 0.9 0.33 0.4 0
"75" 0.81 0.01 0.08 0.58 0.6 1
"76" 0.81 0.68 0.86 0.32 0.02 0
"77" 0.83 0.31 0.74 0.14 0.75 1
"78" 0.83 0.68 0.55 0.38 0.32 0
"79" 0.84 0.43 0.14 0.36 0 0
"80" 0.86 0.4 0.46 0.57 0.58 1
"81" 0.87 0.67 0.13 0.96 0.35 1
"82" 0.87 0.86 0.54 0.71 0.78 1
"83" 0.88 0.78 0.78 0.92 0.06 1
"84" 0.88 0.89 0.53 0.96 0.33 1
"85" 0.89 0.69 0.92 0.16 0.24 0
"86" 0.9 0.06 0.68 0.49 0.54 0
"87" 0.92 0.27 0.06 0.61 0.7 0
"88" 0.92 0.43 0.45 0 0.05 0
"89" 0.92 0.97 0.94 0.07 0.21 0
"90" 0.93 0.62 0.51 0.18 0.45 1
"91" 0.94 0.38 0.66 0.04 0.72 1
"92" 0.94 0.43 0.41 0.98 0.35 1
"93" 0.94 0.97 0.46 0.02 0.14 0
"94" 0.95 0.9 0.94 0.64 0.57 1
"95" 0.95 0.92 0.98 0.39 0.14 1
"96" 0.98 0.03 0.16 0.53 0.18 1
"97" 0.99 0.63 0.83 0.62 0.58 1
"98" 0.99 0.93 0.57 0.07 0.32 0
"99" 1 0.18 0.22 0.24 0.29 0
"100" 1 0.59 0.06 0.54 0.82 0
