"x1" "x2" "x3" "x4" "x5" "y"
"1" 0 0.32 0.78 0.93 0.62 0
"2" 0 0.37 0.6 0.93 0.94 0
"3" 0.01 0.65 0.74 0.64 0.84 0
"4" 0.01 0.76 0.11 0.92 0.09 0
"5" 0.01 0.76 0.78 0.87 0.68 1
"6" 0.04 0.62 0.82 0.02 0.21 0
"7" 0.04 0.82 0.93 0.66 0.35 0
"8" 0.05 0.79 0.04 0.19 0.15 0
"9" 0.06 0.53 0.01 0.39 0.32 0
"10" 0.07 0.64 0.05 0.22 0.28 0
"11" 0.07 0.76 0.65 0.14 0.89 0
"12" 0.07 0.96 0.89 0.32 0.63 1
"13" 0.1 0.14 0.61 0.65 0.03 0
"14" 0.1 0.85 0.48 0.41 0.1 0
"15" 0.12 0.38 0.38 0.44 0.22 0
"16" 0.12 0.69 0.82 0.81 0.43 1
"17" 0.14 0.26 0.44 0.29 0.44 0
"18" 0.14 0.84 0.08 0.31 0.02 0
"19" 0.14 0.96 0.16 0.36 0.63 1
"20" 0.14 0.97 0.98 0.97 0.83 1
"21" 0.15 0.4 0.44 0.93 0.39 0
"22" 0.15 0.52 0.6 0.96 0.78 0
"23" 0.15 0.65 0.61 0.37 0.79 1
"24" 0.15 0.72 0.64 0.64 0.9 1
"25" 0.19 0.05 0.18 0.07 0.05 0
"26" 0.2 0.3 0.75 0.75 0.4 1
"27" 0.2 0.31 0.23 0.65 0.14 0
"28" 0.22 0.22 0.66 0.28 0.37 0
"29" 0.22 0.51 0.42 0.5 0.97 1
"30" 0.22 0.95 0.26 0.9 0.4 0
"31" 0.23 0.06 0.76 0.38 0.34 0
"32" 0.23 0.27 0.9 0.39 0.62 0
"33" 0.24 0.22 0.93 0.29 0.21 0
"34" 0.24 0.76 0.28 0.79 0.66 1
"35" 0.26 0.14 0.13 0.38 0.49 0
"36" 0.26 0.68 0.07 0.86 0.09 0
"37" 0.27 0.66 0.13 0.91 0.96 0
"38" 0.28 0.53 0.29 0.73 0.75 0
"39" 0.28 0.55 0.88 0.76 0.08 0
"40" 0.3 0.38 0.16 0.79 0.82 1
"41" 0.3 0.59 0.96 0.91 0.94 0
"42" 0.32 0.33 0.43 0.48 0.69 0
"43" 0.33 0.34 0.2 0.42 0.05 0
"44" 0.37 0.56 0.4 0.5 0.87 0
"45" 0.37 0.64 0.65 0.11 0.39 0
"46" 0.37 0.75 0.82 0.51 0.75 1
"47" 0.38 0.81 0.72 0.97 0.35 0
"48" 0.39 0.07 0.95 0.93 0.44 0
"49" 0.39 0.28 0.55 0.97 0.69 0
"50" 0.4 0.55 0.58 0.38 0.3 1
"51" 0.45 0.01 1 0.08 0.7 0
"52" 0.45 0.42 0.16 0.27 0.24 0
"53" 0.45 0.5 0.92 0.28 0.03 0
"54" 0.45 0.54 0.99 0.21 0.58 1
"55" 0.47 0.04 0.95 0.78 0.37 1
"56" 0.47 0.22 0.66 0.17 0.71 1
"57" 0.49 0.18 0.79 0.64 0.48 0
"58" 0.5 0.77 0.85 1 0.75 1
"59" 0.5 0.96 0.37 0.71 0.45 1
"60" 0.51 0.42 0.56 0.92 0.86 0
"61" 0.51 0.72 0.56 0.36 0.59 1
"62" 0.52 0.84 0.13 0.77 0.82 1
"63" 0.53 0.44 0.86 0.72 0.44 1
"64" 0.55 0.31 0.02 0.2 0.58 0
"65" 0.55 0.81 0.09 0.05 0.27 0
"66" 0.55 0.86 0.83 0.37 0.78 1
"67" 0.56 0.21 0.72 0.64 0.09 1
"68" 0.57 0.59 0.28 0.68 0.37 1
"69" 0.58 0.53 0.85 0.38 0.44 1
"70" 0.61 0.07 0.14 0.6 0.6 1
"71" 0.61 0.54 0.39 0.79 0.27 0
"72" 0.61 0.72 0.77 0.6 0.05 1
"73" 0.62 0.18 0.45 0.26 0.89 0
"74" 0.64 0.24 0.77 0.86 0.46 1
"75" 0.65 0.3 0.69 0.26 0 0
"76" 0.66 0.39 0.56 0.85 0.83 0
"77" 0.73 0.55 0.6 0.78 0.88 1
"78" 0.74 0.3 0.14 0.91 0.54 1
"79" 0.74 0.84 0.89 0.53 0.18 1
"80" 0.77 0.72 0.46 0.15 0.38 0
"81" 0.79 0.07 0.24 0.71 0.05 1
"82" 0.79 0.2 0.82 0.51 0.03 0
"83" 0.8 0.58 0.22 0.9 0.34 1
"84" 0.8 0.73 0.85 0.45 0.13 0
"85" 0.8 0.86 0.67 0.18 0.6 1
"86" 0.81 0.12 0.68 0.52 0.09 1
"87" 0.81 0.58 0.48 0.12 0.31 0
"88" 0.82 0.21 0.66 0.92 0.98 1
"89" 0.82 0.84 0.82 0.1 0.64 1
"90" 0.83 0.5 0.61 0.67 0.63 1
"91" 0.86 0.84 0.13 0.05 0.09 0
"92" 0.89 0.79 0.9 0.16 0.53 0
"93" 0.9 0.1 0.96 0.15 0.91 1
"94" 0.91 0.25 0.37 0.01 0.39 1
"95" 0.93 0.82 0.6 0.31 0.87 1
"96" 0.94 0.21 0.45 0 0.64 0
"97" 0.94 0.94 0.23 0.42 0.43 1
"98" 0.97 0.21 0.06 0.56 0.74 1
"99" 0.97 0.34 0.28 0.06 0.43 0
"100" 0.99 0.61 0.53 0.19 0.09 0
