"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.44 0.98 0.58 0.7 1
"2" 0.01 0.76 0.7 0.13 0.66 1
"3" 0.04 0.88 0.8 0.16 0.75 1
"4" 0.04 0.91 0.16 0.22 0.01 0
"5" 0.05 0.98 0.9 0.58 0.68 1
"6" 0.05 0.99 0.45 0.62 0.52 0
"7" 0.06 0.6 0.92 0.19 0.01 0
"8" 0.09 0.61 0.38 0.73 0.33 0
"9" 0.1 0.75 0.58 0.23 0.25 0
"10" 0.13 0.45 0.23 0.64 0.36 0
"11" 0.14 0.72 0.01 0.32 0.95 1
"12" 0.17 0.37 0.46 0.54 0.52 0
"13" 0.18 0.28 0.85 0.73 0.29 0
"14" 0.19 0.11 0.56 0.29 0.07 0
"15" 0.19 0.21 0.2 0.39 0.61 0
"16" 0.19 0.84 0.29 0.74 0.64 1
"17" 0.2 0.05 0.05 0.27 0.73 0
"18" 0.2 0.27 0.42 0.65 0.83 0
"19" 0.2 0.84 0.01 0.86 0.81 1
"20" 0.21 0.02 0.82 0.28 0.09 0
"21" 0.21 0.89 0.74 0.23 0.23 0
"22" 0.24 0.99 0.04 0.12 0.07 0
"23" 0.25 0.03 0.42 0.8 0.85 0
"24" 0.25 0.51 0.19 0.68 0.11 0
"25" 0.25 0.6 0.83 0.93 0.56 1
"26" 0.27 0.02 0.83 0.32 0.1 0
"27" 0.28 0.68 0.77 0.05 0.42 0
"28" 0.28 0.95 0.34 0.51 0.36 0
"29" 0.3 0.49 0.14 0.23 0.14 0
"30" 0.3 0.96 0.89 0.69 0.48 1
"31" 0.33 0.81 0.14 0.73 0.35 0
"32" 0.33 0.86 0.02 0.86 0.26 0
"33" 0.35 0.07 0.01 0.3 0.3 0
"34" 0.35 0.33 0.38 0.07 0.87 0
"35" 0.35 0.91 0.81 0.04 0.4 1
"36" 0.36 0.69 0.65 0.71 0.03 0
"37" 0.37 0.51 0.81 0.94 0.65 0
"38" 0.38 0.97 0.9 0.5 0.02 1
"39" 0.39 0.53 0.93 0.62 0.88 1
"40" 0.4 0.15 0.48 0.41 0.96 0
"41" 0.4 0.65 0.02 0.08 0.97 0
"42" 0.4 0.76 0.79 0.06 0.04 0
"43" 0.42 0.17 0.06 0.53 0.61 1
"44" 0.43 0.26 0.44 0.58 0.13 0
"45" 0.43 0.31 0.54 0.62 0.73 1
"46" 0.43 0.79 0.47 0.95 0.31 1
"47" 0.44 0.44 0.52 0.99 0.82 1
"48" 0.45 0.95 0.66 1 0.33 1
"49" 0.46 0.54 0.45 0.13 0.46 1
"50" 0.48 0.1 0.51 0.56 0.01 0
"51" 0.49 0.13 0.52 0.13 0.47 1
"52" 0.5 0.82 0.21 0.24 0.53 1
"53" 0.5 0.87 0.7 0.33 0.73 1
"54" 0.52 0.84 0.06 0.28 0.47 0
"55" 0.52 0.92 0.34 0.46 0.41 0
"56" 0.54 0.58 0.52 0.85 0.87 1
"57" 0.58 0.86 0.21 0.4 0 1
"58" 0.59 0.58 0.24 0.99 0.98 1
"59" 0.6 0.34 0.11 0.81 0.69 1
"60" 0.61 0.09 0.46 0.26 0.77 0
"61" 0.61 0.31 0.71 0.12 0.91 1
"62" 0.61 0.85 0.91 0.87 0.99 1
"63" 0.63 0.12 0.36 0.11 0.88 0
"64" 0.63 0.48 0.4 0.24 0.34 0
"65" 0.63 0.51 0.76 0.93 0.09 1
"66" 0.63 0.78 0.95 0.97 0.52 1
"67" 0.64 0.56 0.3 0.18 0.92 0
"68" 0.67 0.72 0.56 0.87 0.74 1
"69" 0.68 0.55 0.05 0.65 0.74 1
"70" 0.69 0.13 0.38 0.86 0.7 1
"71" 0.71 0.82 0.97 0.7 0.48 1
"72" 0.71 0.86 0.13 0.41 0.17 0
"73" 0.72 0.33 0.11 0.65 0.5 1
"74" 0.74 0.14 0.93 0.07 0.93 1
"75" 0.77 0.76 0.55 0.75 0.49 1
"76" 0.78 0.53 0.07 0.32 0.38 0
"77" 0.8 0.03 0.53 0.5 0.14 1
"78" 0.8 0.69 0.98 0.94 0.04 1
"79" 0.82 0.82 0.59 0.46 0.57 1
"80" 0.83 0.39 0.61 0.39 0.12 0
"81" 0.83 0.82 0.77 0.86 0.87 0
"82" 0.84 0.24 0.88 0.16 0.02 0
"83" 0.85 0.17 0.07 0.08 0.61 0
"84" 0.85 0.18 0.66 0.03 0.01 0
"85" 0.85 0.72 0.93 0.41 0.64 1
"86" 0.85 0.8 0.46 0.69 0.92 1
"87" 0.86 0.09 0.3 0.61 0.31 1
"88" 0.87 0.35 0.63 0.24 0.76 1
"89" 0.87 0.36 0.13 0.69 0.87 1
"90" 0.9 0.18 0.85 0.24 0.35 1
"91" 0.9 0.48 0.43 0.38 0.36 0
"92" 0.9 0.48 0.91 0.97 0.92 1
"93" 0.91 0.7 0.48 0.65 0.65 0
"94" 0.94 0.36 0.87 0.65 0.53 1
"95" 0.95 0.36 0.52 0.05 0.69 0
"96" 0.95 0.37 0.58 0.41 0.11 1
"97" 0.95 0.85 0.73 0.43 0.95 1
"98" 0.96 0.48 0.03 0.23 0.44 0
"99" 0.96 0.97 0.12 0.75 0.19 1
"100" 0.97 0.53 0.92 0.98 0.12 1
