"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.02 0.46 0.08 0.29 0.26 0
"2" 0.05 0.24 0.14 0.08 0.66 0
"3" 0.05 0.36 0.77 0.38 0.7 1
"4" 0.07 0.19 0.41 0.79 0.87 0
"5" 0.1 0.61 0.78 0.38 0.59 1
"6" 0.11 0.39 0.43 0.83 0.16 1
"7" 0.11 0.71 0.75 0.53 0.3 1
"8" 0.11 0.85 0.68 0.35 0.33 0
"9" 0.12 0 0.38 0.75 0.33 0
"10" 0.12 0.13 0.99 0.95 0.91 0
"11" 0.13 0.18 0.29 0.47 0.65 0
"12" 0.13 0.91 0.45 0.75 0.76 1
"13" 0.15 0.01 0.26 0.06 0.14 0
"14" 0.17 0.31 0.55 0.96 0.61 0
"15" 0.17 0.41 0.59 0.55 0.7 1
"16" 0.17 0.64 0.59 0.65 0.22 1
"17" 0.18 0.16 0.24 0.23 0.09 0
"18" 0.19 0.58 0.09 0.24 0.74 0
"19" 0.19 0.59 0.04 0.04 0.54 1
"20" 0.19 0.89 0.31 0.56 0.51 1
"21" 0.2 0.7 0.67 0.55 0.01 0
"22" 0.2 0.73 0.63 0.97 0.39 0
"23" 0.22 0.65 0.84 0.76 0.49 1
"24" 0.23 0.69 0.57 0.36 0.59 0
"25" 0.23 0.73 0.25 0.61 0.78 1
"26" 0.23 0.9 0.07 0.09 0.07 0
"27" 0.24 0.96 0.78 0.26 0.11 0
"28" 0.24 0.97 0.15 0.78 0.05 0
"29" 0.26 0.68 0.27 0.54 0.19 0
"30" 0.31 0.67 0.14 0.35 0.46 1
"31" 0.32 0.42 0.33 0.3 0.82 0
"32" 0.34 0.2 0.8 0.05 0.43 0
"33" 0.34 0.34 0.56 0.33 0.73 0
"34" 0.34 0.52 0.23 0.32 0.68 1
"35" 0.34 0.55 0.95 0.88 0.59 1
"36" 0.4 0.69 0.43 0.28 0.16 0
"37" 0.42 0 0.06 0.9 0.36 0
"38" 0.42 0.35 0.07 0.8 0.32 0
"39" 0.43 0.14 0.13 0.09 0.79 0
"40" 0.43 0.82 0.98 0.39 0.07 0
"41" 0.44 0.18 0.24 0.82 0.06 0
"42" 0.44 0.45 0.22 0.48 0.34 0
"43" 0.46 0.13 0.45 0.46 0.6 0
"44" 0.46 0.32 0.42 0.71 0.35 1
"45" 0.47 0.24 0.52 0.39 0.11 0
"46" 0.48 0.74 0.87 0.63 0.04 0
"47" 0.5 0.05 0.4 0.18 0.18 0
"48" 0.5 0.23 0.36 0.93 0.62 1
"49" 0.5 0.77 0.32 0.77 0.65 1
"50" 0.5 0.9 0.35 0.03 0.57 1
"51" 0.51 0.27 0.82 0.24 0.54 1
"52" 0.52 0.57 0.76 0.61 0.4 0
"53" 0.52 0.99 0.86 0.46 0.59 1
"54" 0.53 0.2 0.21 0.74 0.19 1
"55" 0.54 0.07 0.42 0.9 0.79 0
"56" 0.55 0.59 0.72 0.19 0.11 0
"57" 0.56 0.14 0.45 0.44 0.83 0
"58" 0.57 0.3 0.12 0.3 0.35 1
"59" 0.58 0.26 0.61 0.28 0.26 1
"60" 0.58 0.54 0.8 0.16 0.66 1
"61" 0.59 0.38 0.78 0.24 0.46 0
"62" 0.59 0.73 0.87 0.91 0.1 1
"63" 0.6 0.03 0.92 0.63 0.2 1
"64" 0.6 0.77 0.29 0.27 0.53 1
"65" 0.61 0.52 0.4 0.55 0.96 0
"66" 0.61 0.66 0.6 0.49 0.35 0
"67" 0.64 0.44 0.24 0.04 0.16 0
"68" 0.64 0.79 0.08 0.99 0.06 1
"69" 0.68 0.08 0.79 0.39 0.02 0
"70" 0.68 0.51 0.69 0.77 0.82 1
"71" 0.68 0.9 0.04 0.28 0.59 1
"72" 0.68 0.98 0.27 0.6 0.1 1
"73" 0.69 0.06 0.87 0.39 0.67 1
"74" 0.69 0.81 0.76 0.64 0.04 1
"75" 0.69 0.83 0.15 0.3 0.36 1
"76" 0.72 0.06 0.66 0.67 0.87 1
"77" 0.78 0.72 0.81 0.9 0.13 1
"78" 0.8 0.26 0.31 0.97 0.19 1
"79" 0.8 0.29 0.15 0.77 0.91 1
"80" 0.8 0.62 0.89 0.93 0.48 1
"81" 0.8 0.85 0.15 0.77 0.25 0
"82" 0.81 0.31 0.52 0.9 0.07 1
"83" 0.81 0.9 1 0.44 0.82 1
"84" 0.82 0.89 0.08 0.37 0.52 1
"85" 0.82 0.94 0.29 0.43 0.97 1
"86" 0.84 0.01 0.85 0.4 0.83 0
"87" 0.85 0.32 0.7 0.09 0.01 0
"88" 0.85 0.73 0.51 0.9 0.44 1
"89" 0.86 0.12 0.51 0.95 0.87 1
"90" 0.86 0.88 0.77 0.2 0.37 0
"91" 0.87 0.19 0.79 0.56 0.86 1
"92" 0.88 0.87 0.98 0.83 0.14 1
"93" 0.89 0.53 0.74 0.47 0.88 0
"94" 0.91 0.11 0.97 0.69 0.65 1
"95" 0.92 0.41 0.16 0.34 0.38 0
"96" 0.92 0.44 0.93 0.37 0.66 1
"97" 0.96 0.35 0.49 0.86 0.14 1
"98" 0.96 0.38 0.47 0.65 0.4 1
"99" 0.97 0.07 0.43 0.39 0.68 1
"100" 0.97 0.16 0.08 0.89 0.27 1
