"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.96 0.93 0.77 0.43 1
"2" 0.03 0.28 0.08 0.29 0.48 1
"3" 0.03 0.39 0.09 0.29 0.59 0
"4" 0.04 0.51 0.26 0.07 0.4 1
"5" 0.06 0.37 0.29 0.73 0.44 1
"6" 0.06 0.48 0.67 0.88 0.72 1
"7" 0.06 0.66 0.34 0.93 0.74 1
"8" 0.07 0.78 0.72 0.3 0.99 1
"9" 0.08 0.4 0.51 0.48 0.15 0
"10" 0.09 0.15 0.58 0.89 0.32 0
"11" 0.09 0.61 0.28 0.09 0.84 1
"12" 0.09 0.67 0.19 0.92 0.87 1
"13" 0.1 0.47 0.78 0.96 0.93 1
"14" 0.12 0.02 0.98 0.78 0.17 0
"15" 0.12 0.08 0.75 0.06 0.18 0
"16" 0.13 0.72 0.77 0.4 0.06 0
"17" 0.14 0.07 0.47 0.76 0.09 0
"18" 0.14 0.8 0.74 0.98 0.94 1
"19" 0.14 0.85 0.29 0.45 0.86 1
"20" 0.14 0.99 0.24 0.94 0.48 1
"21" 0.16 0.5 0.86 0.63 0 0
"22" 0.17 0.17 0.35 0.74 0.76 0
"23" 0.18 0.88 0.5 0.08 0.01 0
"24" 0.18 0.95 0.82 0.98 0.39 1
"25" 0.19 0.72 0.41 0.92 0.3 1
"26" 0.21 0.12 0.56 0.97 0.4 0
"27" 0.22 0.05 0.84 0.92 0.2 0
"28" 0.22 0.69 0.24 0.94 0.73 1
"29" 0.22 0.79 0.68 0.68 0.94 0
"30" 0.23 0.49 0.78 0.03 0.21 0
"31" 0.24 0.28 0.26 0.99 0.24 0
"32" 0.26 0.76 0.69 0.89 0.13 0
"33" 0.3 0.1 0.39 0.5 0.55 0
"34" 0.34 0.03 0.5 0.15 0.39 0
"35" 0.34 0.18 0.12 0.89 0.69 1
"36" 0.34 0.51 0.6 0.18 0.78 0
"37" 0.35 0.15 0.33 0.44 0.58 1
"38" 0.35 0.17 0.16 0.87 0.49 0
"39" 0.35 0.22 0.75 0.68 0.34 0
"40" 0.35 0.26 0.09 0.69 0.91 0
"41" 0.35 0.41 0.29 0.75 0.11 0
"42" 0.38 0.01 0.07 0.47 0.12 0
"43" 0.39 0.31 0.62 0.08 0.37 0
"44" 0.39 0.45 0.11 0.16 0.97 0
"45" 0.41 0.21 0.54 0.51 0.11 0
"46" 0.42 0.34 0.52 0.77 0.35 0
"47" 0.42 0.58 0.87 0.93 0.03 1
"48" 0.43 0.29 0.99 0.32 0.81 0
"49" 0.44 0.08 0.81 0.06 0.77 0
"50" 0.44 0.27 0.48 0.53 0.37 0
"51" 0.44 0.65 0.87 0.53 0.04 0
"52" 0.47 0.32 0.32 0.8 0.9 0
"53" 0.47 0.8 0.47 0.37 0.69 1
"54" 0.5 0.76 0.71 0.64 0.1 1
"55" 0.51 0.81 0.08 0.1 0.25 0
"56" 0.53 0.64 0.97 0.28 0.18 0
"57" 0.54 0.74 0.4 0.42 0.28 0
"58" 0.55 0.11 0.74 0.42 0.53 0
"59" 0.55 0.28 0.49 0.23 0.36 0
"60" 0.55 0.33 0.35 0.17 0.51 0
"61" 0.55 0.61 0.1 0.11 0.39 1
"62" 0.56 0.36 0.84 0.33 0.41 1
"63" 0.57 0.59 0.81 0.18 0.12 0
"64" 0.58 0.08 0.92 0 0.77 1
"65" 0.59 0.76 0.51 0.04 0.95 1
"66" 0.6 0.26 0.57 0.31 0.06 0
"67" 0.6 0.76 0.03 0.73 0.31 0
"68" 0.6 0.77 0.38 0.02 0.69 1
"69" 0.62 0.58 0.25 0.83 0.82 1
"70" 0.62 0.74 0.87 0.87 0.62 1
"71" 0.64 1 0.77 0.3 0.77 0
"72" 0.66 0.6 0.94 0.65 0.04 1
"73" 0.66 0.64 0.25 0.23 0.14 0
"74" 0.66 0.66 0.95 0.84 0.01 0
"75" 0.66 0.82 0.78 0.19 1 1
"76" 0.68 0.95 0.25 0.98 0.46 1
"77" 0.71 0.75 0.69 0.16 0.94 1
"78" 0.71 0.81 0.73 0.77 0.83 1
"79" 0.72 0.36 0.39 0.02 0.33 0
"80" 0.72 0.44 0.03 0.47 0.12 1
"81" 0.73 0.46 0.51 0.07 0.35 0
"82" 0.74 0.39 0.42 0.09 0.7 0
"83" 0.75 0.41 0.63 0.14 0.79 1
"84" 0.77 0.93 0.01 0.05 0.64 1
"85" 0.78 0.18 0.2 0.9 0.64 1
"86" 0.79 0.19 0.12 0.98 0.02 1
"87" 0.82 0.83 0.03 0.25 0.36 1
"88" 0.85 0.47 0.72 0.84 0.72 1
"89" 0.85 0.91 0.97 0.79 0.53 1
"90" 0.86 0.94 0.96 0.79 0.31 1
"91" 0.87 0.49 0.49 0.63 0.76 1
"92" 0.9 0.95 0.69 0.55 0.5 1
"93" 0.91 0.13 0.44 0.19 0.84 0
"94" 0.93 0.07 0.36 0.89 0.2 1
"95" 0.95 0.37 0.75 0.8 0.7 0
"96" 0.96 0.27 0.2 0.98 0.42 1
"97" 0.97 0.49 0.41 0.4 0.68 1
"98" 0.99 0.36 0.36 0.69 0.91 1
"99" 0.99 0.39 0.43 0.04 0.53 0
"100" 1 0.77 0.17 0.94 0.72 1
