"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.19 0.78 0.82 0.98 0
"2" 0.02 0.52 0.18 0.27 0.41 0
"3" 0.03 0.05 0.38 0.03 0.53 0
"4" 0.03 0.13 0.7 0.61 0.15 0
"5" 0.04 0.99 0.31 0.43 0.12 0
"6" 0.06 0.19 0.81 0.84 0.76 0
"7" 0.07 0.93 0.81 0.08 0.45 0
"8" 0.08 0.28 0.76 0.94 0.96 1
"9" 0.08 0.61 0.85 0.24 0.5 1
"10" 0.1 0.49 0.02 0.17 0.62 1
"11" 0.1 0.53 0.38 0.52 0.9 1
"12" 0.13 0.96 0.48 0.94 0.06 0
"13" 0.16 0.93 0.92 0.13 0.02 0
"14" 0.17 0.5 0.09 0.18 0.92 0
"15" 0.18 0.19 0.96 0.67 0.11 0
"16" 0.19 0.25 0.27 0.8 0.85 0
"17" 0.19 0.5 0.88 0.01 0.91 1
"18" 0.2 0.02 0.95 0.06 0.23 0
"19" 0.2 0.33 0.57 0.02 0.59 0
"20" 0.2 0.42 0.48 0.13 0.2 0
"21" 0.2 0.64 0.82 0.89 0.24 1
"22" 0.21 0.03 0.95 0.38 0.99 0
"23" 0.21 0.72 0.33 0.63 0.32 1
"24" 0.21 0.88 0.55 0.6 0.32 1
"25" 0.22 0.68 0.32 0.38 0.02 0
"26" 0.24 0.96 0.5 0.72 0.32 0
"27" 0.25 0.56 0.93 0.5 0.42 0
"28" 0.28 0.24 0.47 0.26 0.53 0
"29" 0.3 0.59 0.97 0.85 0.42 1
"30" 0.3 0.8 0.61 0.91 0.74 1
"31" 0.32 0.85 0.74 0.89 0.28 1
"32" 0.33 0.26 0.11 0.26 0.87 0
"33" 0.33 0.42 0.63 0.17 0.48 1
"34" 0.33 0.75 0.94 0.73 0.7 1
"35" 0.34 0.39 0.3 0.21 0.06 0
"36" 0.34 0.57 0.51 0.31 0.82 1
"37" 0.34 0.8 0.9 0.35 0.96 1
"38" 0.35 0.84 0.01 0.14 0.95 1
"39" 0.36 0.92 0.58 0.67 0.67 1
"40" 0.38 0.77 0.68 0.17 0.58 1
"41" 0.38 0.79 0.27 0.44 0.66 1
"42" 0.39 0.33 0.29 0.53 0.54 0
"43" 0.43 0.17 0.72 0.71 0.84 0
"44" 0.43 0.8 0.17 0.88 0.64 1
"45" 0.43 0.99 0.65 0.28 0.55 1
"46" 0.44 0.45 0.18 0.19 0.41 0
"47" 0.46 0.21 0.44 0.76 0.24 0
"48" 0.46 0.37 0.45 0.72 0.51 0
"49" 0.46 0.71 0.6 0.93 0.27 1
"50" 0.47 0.19 0.21 0.45 0.28 1
"51" 0.47 0.27 0.45 0.46 0.79 0
"52" 0.47 0.9 0.62 0.27 0.33 0
"53" 0.49 0.08 0.23 0.37 0.24 0
"54" 0.49 0.09 0.08 0.37 0.87 0
"55" 0.51 0.76 0.22 0.55 0.64 1
"56" 0.52 0.36 0.87 0.37 0.58 1
"57" 0.52 0.88 0.45 0.91 0.67 1
"58" 0.53 0.19 0.06 0.52 0.78 0
"59" 0.53 0.93 0.15 0.73 0.88 1
"60" 0.55 0.85 0.42 0.68 0.96 1
"61" 0.56 0.02 0.23 0.92 0.61 0
"62" 0.56 0.98 0.61 0.29 0.75 0
"63" 0.57 0.07 0.94 0.43 0.73 1
"64" 0.57 0.77 0.99 0.44 0.1 0
"65" 0.58 0.09 0.27 0.75 0.71 1
"66" 0.59 0.62 0.31 0.19 0.25 0
"67" 0.6 0.57 0.51 0.95 0.04 0
"68" 0.6 0.75 0.22 0.51 0.17 1
"69" 0.61 0.47 0.74 0.99 0.87 1
"70" 0.63 0.69 0.31 0.41 0.49 1
"71" 0.64 0.86 0.44 0.27 0.75 0
"72" 0.66 0.28 0.94 0.36 0.68 1
"73" 0.67 0.07 0.06 0.03 0.33 0
"74" 0.67 0.62 0.07 0.2 0.16 0
"75" 0.71 0.36 0.7 0.41 0.23 0
"76" 0.71 0.57 0.04 0.18 0 0
"77" 0.74 0.07 0.72 0.64 0.44 0
"78" 0.74 0.47 0.48 0.43 0.49 0
"79" 0.74 1 0.15 0.77 0.88 1
"80" 0.75 0.47 0.86 0.7 0.36 1
"81" 0.75 0.71 0.42 0.08 0.95 1
"82" 0.76 0.5 0.95 0.48 0.78 1
"83" 0.77 0.18 0.71 0.13 0.87 1
"84" 0.78 0.45 0.53 0.39 0.01 1
"85" 0.78 0.74 0.36 0.71 0.12 1
"86" 0.79 0.21 0.38 0.01 0.55 0
"87" 0.81 0.43 0.96 0.24 0.53 1
"88" 0.82 0.61 0.7 0 0.43 0
"89" 0.83 0.82 0.61 0.4 0.66 1
"90" 0.84 0.61 0.77 0.43 0.45 0
"91" 0.85 0.41 0.49 0.21 0.41 0
"92" 0.85 0.8 0.86 0.3 0.22 0
"93" 0.88 0.5 0.1 0.75 0.44 1
"94" 0.93 0.01 0.18 0.73 0.45 1
"95" 0.93 0.05 0.87 0.28 0.72 1
"96" 0.94 0.34 0.63 0.27 0.84 1
"97" 0.95 0.48 0.46 0.51 0.06 0
"98" 0.97 0.9 0.44 0.29 0.16 0
"99" 0.99 0.36 0.71 0.53 0.57 1
"100" 1 0.04 0.73 0.7 0.76 1
