"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.02 0.03 0.19 0.4 0.44 0
"2" 0.03 0.17 0.82 0.98 0.24 0
"3" 0.08 0.9 0.81 0.18 0.26 0
"4" 0.09 0.89 0.97 0.56 0.44 1
"5" 0.11 0.5 0.66 0.71 0.89 1
"6" 0.12 0.34 0.65 0.48 0.25 0
"7" 0.12 0.66 0.25 0.69 0.6 1
"8" 0.13 0.26 0.44 0.73 0.08 0
"9" 0.13 0.42 0.55 0.08 0.73 0
"10" 0.17 0.15 0.27 0.6 0.12 0
"11" 0.17 0.23 0.3 0.19 0.66 0
"12" 0.17 0.62 0.44 0.31 0.8 1
"13" 0.18 0.85 0.08 0.98 0.76 1
"14" 0.19 0.58 0.87 0.92 0.98 1
"15" 0.19 0.93 0.23 0.83 0.56 0
"16" 0.2 0.55 0.98 0.88 0.39 1
"17" 0.2 0.85 0.8 0.68 0.73 1
"18" 0.2 0.87 0.5 0.55 0.77 1
"19" 0.21 0.25 0.34 0.42 0 0
"20" 0.23 0.33 0.07 0.26 0.75 0
"21" 0.23 0.85 0.43 0.1 0.85 0
"22" 0.24 0.23 0.52 0.47 0.25 0
"23" 0.24 0.43 0.17 0.76 0.91 0
"24" 0.25 0.06 0.44 0.3 0.62 0
"25" 0.25 0.84 0.64 0.22 0.29 1
"26" 0.28 0.26 0.39 0.48 0.54 0
"27" 0.28 0.49 0.31 0.86 0.88 0
"28" 0.31 0.3 0.52 0.95 0.87 0
"29" 0.31 0.77 0.78 0.44 0.17 1
"30" 0.31 0.91 0.87 0.25 0.39 0
"31" 0.32 0.89 0.69 0.48 0.98 1
"32" 0.33 0.6 0.71 0.02 0.93 1
"33" 0.33 0.75 0.07 0.48 0.62 0
"34" 0.34 0.36 0.49 0.4 0.54 1
"35" 0.35 0.96 0.06 0.39 0.29 0
"36" 0.38 0.09 0.9 0.83 0.36 0
"37" 0.38 0.19 0.59 0.07 0.13 0
"38" 0.38 0.25 0.65 0.45 0.02 0
"39" 0.39 0.52 0.23 0.42 0.45 1
"40" 0.4 0.22 0.65 0.71 0.54 0
"41" 0.41 0.82 0.35 0.61 0.57 1
"42" 0.42 0.4 0.66 0.6 0.35 0
"43" 0.42 0.7 0.12 0.81 0.69 0
"44" 0.42 0.93 0.54 0.74 0.25 0
"45" 0.44 0.3 0.85 0.12 0.15 0
"46" 0.46 0.29 0.16 0.65 0.15 0
"47" 0.48 0.79 0.72 0.45 0.91 1
"48" 0.49 0.48 0.32 0.44 0.95 1
"49" 0.5 0.72 0.81 0.82 0.88 0
"50" 0.53 0.68 0.54 0.77 0.83 1
"51" 0.55 0.51 0.57 0.56 0.31 1
"52" 0.55 0.82 0.42 0.96 0.32 1
"53" 0.56 0.66 0.47 0.12 0.1 0
"54" 0.57 0.55 0.69 0.18 0.91 1
"55" 0.58 0.7 0.34 0.68 0.44 0
"56" 0.59 0.58 0.76 0.01 0.26 0
"57" 0.6 0.33 0.65 0.4 0.12 1
"58" 0.6 0.64 0.91 0.52 0.9 1
"59" 0.6 0.9 0.94 0.81 0.96 1
"60" 0.61 0.6 0.6 0.72 0.31 1
"61" 0.63 0.09 0.19 0.16 0.58 0
"62" 0.63 0.49 0.84 0.67 0.77 1
"63" 0.64 0.84 0.23 0.55 0.36 0
"64" 0.65 0.54 0.62 0.77 0.99 1
"65" 0.66 0.61 0.88 0.16 0.46 0
"66" 0.66 0.77 0.89 0.43 0.68 1
"67" 0.66 0.95 0.54 0.45 0.42 0
"68" 0.68 0.6 0.74 0.09 0.27 0
"69" 0.7 0.39 0.74 0.56 0.7 0
"70" 0.7 0.41 0.48 0.15 0.24 0
"71" 0.7 0.75 0.05 0.02 0.5 0
"72" 0.71 0.67 0.79 0.45 0.88 1
"73" 0.72 0.01 0.77 0.57 0.36 0
"74" 0.72 0.73 0.63 0.27 0.53 0
"75" 0.73 0.59 0.84 0.48 0.02 0
"76" 0.74 0.25 0.67 0.62 0.89 1
"77" 0.74 0.75 0.85 0.2 0.28 0
"78" 0.75 0.12 0.76 0.43 0.11 0
"79" 0.76 0.81 0.35 0.75 0.4 1
"80" 0.77 0.69 0.26 0.26 0.01 0
"81" 0.79 0.53 0.7 0.96 0.93 1
"82" 0.8 0.53 0.94 0.19 0.06 0
"83" 0.82 0.24 0.92 0.94 0.7 1
"84" 0.83 0.04 0.83 0.64 0.88 1
"85" 0.84 0.53 0.03 0.7 0.95 1
"86" 0.85 0.14 0.01 0.91 0.88 1
"87" 0.86 0.02 0.1 0.05 0.67 0
"88" 0.88 0.21 0.06 0.1 0.59 0
"89" 0.88 0.51 0.39 0.89 0.74 1
"90" 0.88 0.61 0.85 0.55 0.92 1
"91" 0.88 0.93 0.54 0.52 0.55 1
"92" 0.89 0.68 0.04 0.56 0.76 0
"93" 0.91 0.03 0.25 0.55 0.55 0
"94" 0.92 0.73 0.3 0.07 0.13 0
"95" 0.94 0.83 0.99 0.03 0.91 1
"96" 0.96 0.94 0.82 0.7 0.34 1
"97" 0.98 0.78 0.76 0.53 0.73 1
"98" 0.98 0.94 0.24 0.12 0.33 0
"99" 1 0.74 0.19 0.87 0.92 1
"100" 1 0.85 0.47 0.35 0.84 1
