"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.1 0.37 0.63 0.06 0
"2" 0.01 0.24 0.71 0.83 0.66 0
"3" 0.04 0.37 0.99 0.99 0.74 0
"4" 0.04 0.6 0.25 0.86 0.32 0
"5" 0.05 0.24 0.62 0.12 0.06 0
"6" 0.05 0.3 0.15 0.86 0.94 0
"7" 0.05 0.37 0.76 0.14 0.66 1
"8" 0.06 0.37 0.03 0.17 0.3 0
"9" 0.06 0.76 0.02 0.07 0.18 0
"10" 0.09 0.59 0.16 0.12 0.88 0
"11" 0.09 0.96 0.03 0.23 0.98 1
"12" 0.12 0.23 0.06 0.06 0.33 1
"13" 0.12 0.92 0.26 0.51 0.16 0
"14" 0.14 0.01 0.72 0.26 0.26 0
"15" 0.15 0.7 0.57 0.35 0.47 0
"16" 0.18 0.98 0.4 0.16 0.33 0
"17" 0.2 0.32 0.25 0.99 0.75 0
"18" 0.2 0.43 0.46 0.22 0.76 0
"19" 0.21 1 0.94 0.69 0.1 1
"20" 0.23 0.61 0.45 0.44 1 1
"21" 0.24 0.2 0.76 0.82 0.83 0
"22" 0.24 0.5 0.15 0.3 0.81 0
"23" 0.24 0.67 0.58 0.04 0.16 0
"24" 0.24 0.95 0.56 0.39 0.95 1
"25" 0.26 0.42 0.63 0.8 0.4 0
"26" 0.26 0.6 0.21 0.81 0.31 0
"27" 0.28 0.84 0.57 0.5 0.05 1
"28" 0.32 0.35 0.49 0.69 0.62 0
"29" 0.34 0.47 0.64 0.61 0.23 0
"30" 0.34 0.78 0.85 0.59 0.13 1
"31" 0.34 0.8 0.22 0.22 0.39 0
"32" 0.34 0.97 0.37 0.91 0.57 1
"33" 0.36 0.49 0.38 0.59 0.01 0
"34" 0.36 0.86 0.04 0.09 0.31 0
"35" 0.38 0.31 0.04 0.86 0.38 0
"36" 0.38 0.52 0.48 0.01 0.6 1
"37" 0.39 0.36 0.01 0.07 0.04 0
"38" 0.39 0.48 0.95 0.65 0.28 0
"39" 0.39 0.81 0.11 0.96 0.3 0
"40" 0.4 0.38 0.68 0.16 0.02 0
"41" 0.42 0.72 0.43 0.58 0.14 1
"42" 0.42 0.96 0.76 0.63 0.22 1
"43" 0.43 0.49 0.02 0.84 0.79 0
"44" 0.44 0.77 0.55 0.34 0.14 0
"45" 0.46 0.03 0.16 0.73 0.67 1
"46" 0.46 0.05 0.65 0.03 0.9 0
"47" 0.46 0.48 0.05 0.12 0.43 0
"48" 0.47 0.88 0.01 0.22 0.67 0
"49" 0.49 0.61 0.38 0.86 0.62 1
"50" 0.5 0.04 0.55 0.64 0.87 0
"51" 0.51 0.77 0.13 0.94 0.3 1
"52" 0.52 0.79 0.79 0.49 0.11 0
"53" 0.53 0.47 0.59 0.45 0.74 0
"54" 0.53 0.91 0.33 0.6 0.71 1
"55" 0.54 0.01 0.46 0.17 0.59 0
"56" 0.54 0.38 0.09 0.39 0 1
"57" 0.55 0.84 0.05 0.13 0.78 1
"58" 0.56 0.57 0.4 0.01 0.76 1
"59" 0.57 0.62 0.22 0.66 0.68 1
"60" 0.58 0.01 0.76 0.14 0.36 1
"61" 0.58 0.52 0.92 0.13 0.91 1
"62" 0.6 0.38 0.58 0.2 0.29 0
"63" 0.62 0.05 0.38 0.93 0.47 1
"64" 0.64 0.47 0.1 0.57 0.53 0
"65" 0.64 0.84 0.19 0.89 0.37 1
"66" 0.66 0.41 0.68 0.74 0.72 1
"67" 0.68 0.23 0.24 0.72 0.83 0
"68" 0.68 0.71 0.72 0.99 0.55 1
"69" 0.69 0.04 0.59 0.28 0.16 1
"70" 0.69 0.49 0.22 0.57 0.44 1
"71" 0.7 0.85 0.33 0.63 0.29 1
"72" 0.71 0.01 0.92 0.92 0.12 1
"73" 0.73 0.82 0.75 0.34 0.86 1
"74" 0.75 0.18 0.82 0.37 0.02 0
"75" 0.75 0.9 0.9 0.76 0.01 1
"76" 0.76 0.2 0.34 0.63 0.59 0
"77" 0.76 0.54 0.28 0.39 0.84 0
"78" 0.76 0.64 0.75 0.51 0.4 1
"79" 0.77 0.48 0.17 0.57 0.37 0
"80" 0.78 0.64 0.68 0.35 0.91 1
"81" 0.79 0.58 0.41 0.58 0.11 1
"82" 0.8 0.62 0.38 0.98 0.48 1
"83" 0.81 0.68 0.9 0.2 0.04 0
"84" 0.82 0.99 0.85 0.66 0.39 1
"85" 0.83 0.89 0.34 0.49 0.8 1
"86" 0.84 0.39 0.69 0.53 0.04 1
"87" 0.85 0.13 0.21 0.13 0.43 0
"88" 0.88 0.02 0.94 0.72 0.57 1
"89" 0.88 0.98 0.31 0.43 0.69 1
"90" 0.89 0.42 0.92 0.03 0.86 1
"91" 0.9 0.21 0.28 0.93 0.38 1
"92" 0.9 0.21 0.89 0.19 0.88 0
"93" 0.9 0.56 0.47 0.52 0.41 0
"94" 0.93 0.21 0.14 0.2 0.61 1
"95" 0.94 0.28 0.37 0.65 0.73 0
"96" 0.95 0.4 0.65 0.12 0.05 0
"97" 0.95 0.81 0.91 0.11 0.17 0
"98" 0.97 0.23 0.92 0.22 0.42 0
"99" 0.99 0.28 0.29 0.3 0.93 1
"100" 0.99 0.55 0.42 0.34 0.15 0
