"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.1 0.26 0.76 0.81 0
"2" 0.01 0.58 0.5 0.97 0.92 1
"3" 0.02 0.15 0.42 0.56 0.83 0
"4" 0.02 0.24 0.63 0.57 0.56 0
"5" 0.03 0.41 0.9 0.16 0.53 0
"6" 0.05 0.33 0.73 0.33 0.96 1
"7" 0.05 0.37 0.7 0.64 0.51 1
"8" 0.06 0.53 0.8 0.51 0.69 1
"9" 0.06 0.71 0.85 0.61 0.69 0
"10" 0.06 0.9 0.77 0.48 0 0
"11" 0.06 0.98 0.41 0.01 0.43 0
"12" 0.1 0.2 0.95 0.66 0.87 0
"13" 0.13 0.22 0.05 0.27 0.75 0
"14" 0.14 0.33 0.55 0.08 0.36 0
"15" 0.15 0.47 0.12 1 0.22 0
"16" 0.16 0.02 0.8 0.95 0.77 0
"17" 0.16 0.27 0.51 0.1 0.96 1
"18" 0.16 0.46 0.2 0.53 0.55 0
"19" 0.16 0.71 0.27 0.12 0.52 0
"20" 0.17 0.09 0.6 0.33 0.41 0
"21" 0.18 0.39 0.63 0.77 0.92 1
"22" 0.19 0.54 0.23 0.63 0.23 0
"23" 0.19 0.73 0.86 0.67 0.84 1
"24" 0.22 0.76 0.43 0.33 0.11 0
"25" 0.24 0.32 0.38 0.55 0.07 0
"26" 0.25 0.46 0.48 0.01 0.08 0
"27" 0.27 0.43 0.91 0.65 0.78 0
"28" 0.27 0.82 0.71 0.06 0.14 0
"29" 0.29 0.15 0.23 0.07 0.62 0
"30" 0.29 0.27 0.99 0.29 0.62 0
"31" 0.3 0.01 0.8 0.37 0.09 1
"32" 0.3 0.64 0.89 0.23 0.64 1
"33" 0.3 0.82 0.06 0.29 0.99 1
"34" 0.33 0.08 0.9 0.27 0.81 1
"35" 0.33 0.16 0.38 0.41 0.37 1
"36" 0.38 0.11 0.26 0.49 0.87 0
"37" 0.38 0.95 0.64 0.57 0.06 1
"38" 0.41 0.61 0.49 0.78 0.95 1
"39" 0.41 0.88 0.67 0.35 0.7 1
"40" 0.41 0.89 0.37 0 0.89 1
"41" 0.42 0.64 0.39 0.74 0.03 0
"42" 0.42 0.71 0.01 0.88 0.09 0
"43" 0.44 0.09 0.85 0.22 0.79 1
"44" 0.44 0.34 0.86 0.9 0.98 0
"45" 0.46 0.72 0.82 0.43 0.82 1
"46" 0.46 0.75 0.43 0.17 0.82 1
"47" 0.48 0.66 0.27 0.38 0.09 0
"48" 0.49 0.19 0.61 0.71 0.06 0
"49" 0.5 0.84 0.17 0.11 0.22 0
"50" 0.51 0.24 0.47 0.44 0.61 1
"51" 0.51 0.35 0.9 0.87 0.41 1
"52" 0.51 0.44 0.25 0.76 0.16 0
"53" 0.53 0.3 0.72 0.92 0.58 0
"54" 0.54 0.25 0.89 0.29 0.97 0
"55" 0.56 0.36 0.87 0.12 0.61 1
"56" 0.57 0.92 0.41 0.33 0.86 1
"57" 0.6 0.07 0.23 0.92 0.88 1
"58" 0.61 0.1 0.38 0.13 0.93 0
"59" 0.61 0.97 0.49 0.82 0.79 1
"60" 0.62 0.08 0.39 0.32 0.26 0
"61" 0.63 0.12 0.97 0.01 0.22 1
"62" 0.63 0.39 0.45 0.22 0.3 0
"63" 0.64 0.13 0.37 0.13 0.85 1
"64" 0.64 0.25 0.36 0.13 0.36 1
"65" 0.64 0.44 0.59 0.46 0.13 0
"66" 0.67 0.1 0.26 0.89 0.69 1
"67" 0.67 0.36 0.63 0.7 0.4 0
"68" 0.67 0.75 0.55 0.55 0.88 1
"69" 0.69 0.34 0.01 0.77 0.67 1
"70" 0.7 0.14 0.12 0.06 0.15 0
"71" 0.73 0.21 0.35 0.16 0.86 0
"72" 0.73 0.64 0.47 0.77 0.39 1
"73" 0.74 0.07 0.69 0.28 0.92 1
"74" 0.74 0.57 0.11 0.67 0.18 1
"75" 0.74 0.72 0.73 0.61 0.79 1
"76" 0.76 0.18 0.65 0.77 0.21 0
"77" 0.76 0.6 0.41 0.62 0.43 1
"78" 0.76 0.78 0.1 0.26 0.26 0
"79" 0.77 0.06 0.73 0.84 0.07 1
"80" 0.77 0.3 0.1 0.72 0.28 1
"81" 0.77 0.43 0.14 0.33 0.25 0
"82" 0.77 0.52 0.12 0.39 0.83 0
"83" 0.79 0.99 0.8 0.71 0.93 1
"84" 0.81 0.64 0.28 0.84 0.52 1
"85" 0.81 0.76 0.25 0.15 0.49 0
"86" 0.82 0.52 0.64 0.19 0.39 1
"87" 0.83 0.54 0.51 0.99 0.85 1
"88" 0.84 0.45 0.93 0.63 0 1
"89" 0.85 0.56 0.44 0.54 0.63 0
"90" 0.87 0.26 0.2 0.34 0.57 1
"91" 0.87 0.59 0.81 0.06 0.57 1
"92" 0.87 0.93 0.78 0.4 0.29 0
"93" 0.89 0.37 0.76 0.93 0.4 1
"94" 0.93 0.05 0.36 0.07 0.09 0
"95" 0.93 0.8 0.95 0.79 0.3 1
"96" 0.94 0.28 0.25 0.44 0.65 0
"97" 0.95 0.45 0.85 0.51 0.36 1
"98" 0.97 0.05 0.41 0.26 0.6 1
"99" 0.98 0.33 0.09 0.45 0.36 1
"100" 0.99 0.7 0.49 0.51 0.54 0
