"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.02 0.07 0.67 0.47 0.98 0
"2" 0.02 0.4 0.59 0.72 0.09 0
"3" 0.02 0.53 0.54 0.11 0.39 0
"4" 0.03 0.18 0.24 0.13 0.63 0
"5" 0.03 0.42 0.22 0.08 0.22 0
"6" 0.03 0.97 0.57 0.54 0.16 1
"7" 0.04 0.49 0.64 0.09 0.85 0
"8" 0.04 0.63 0.7 0.63 0.25 1
"9" 0.04 0.97 0.59 0.21 0.19 1
"10" 0.05 0.01 0.29 0.98 0.84 0
"11" 0.06 0.46 0.81 0.09 0.54 0
"12" 0.07 0.36 0.58 0.79 0.05 0
"13" 0.08 0.49 0.01 0.84 0.76 1
"14" 0.08 0.85 0.8 0.02 0.83 1
"15" 0.09 0.38 0.31 0.03 0.41 1
"16" 0.09 0.8 0.58 0.52 0.75 0
"17" 0.1 0.51 0.98 0.33 0.78 1
"18" 0.1 0.74 0.17 0.9 0.78 1
"19" 0.11 0.72 0.99 0.16 0.41 1
"20" 0.12 0.38 0.66 0.88 0.07 1
"21" 0.12 0.47 0.89 0.63 0.48 1
"22" 0.13 0.22 0.56 0.23 0.02 0
"23" 0.13 0.74 0.86 0.72 0.35 1
"24" 0.13 0.78 0.43 0.95 0.67 1
"25" 0.14 0.94 0.42 0.7 0.67 1
"26" 0.15 0.81 0.7 0.8 0.51 0
"27" 0.19 0.27 0.18 0.62 0.82 0
"28" 0.22 0.35 0.82 0.62 0.12 1
"29" 0.26 0.67 0.03 0.66 0.68 0
"30" 0.26 0.86 0.21 0.88 0.92 1
"31" 0.27 0.09 0.94 0.01 0.94 0
"32" 0.29 0.4 0.56 0.28 0.1 0
"33" 0.3 0.03 0.99 0.95 0.09 0
"34" 0.3 0.22 0.73 0.46 0.28 0
"35" 0.3 0.3 0.58 0.81 0.92 0
"36" 0.31 0.16 0.14 0.3 0.97 0
"37" 0.32 0.43 0.45 0.19 0.2 0
"38" 0.32 0.92 0.75 0.56 0.92 1
"39" 0.33 0.55 0.19 0.35 0.38 0
"40" 0.33 0.61 0.39 0.75 0.54 1
"41" 0.34 0.9 0.08 0.39 0.34 0
"42" 0.34 0.96 0.72 0.09 0.15 0
"43" 0.35 0.16 0.73 0.42 0.27 0
"44" 0.35 0.79 0.65 0.13 0.39 0
"45" 0.36 0.15 0.46 0.9 1 1
"46" 0.37 0.85 0.27 0.92 0.74 1
"47" 0.38 0.83 0.15 0.66 0.54 0
"48" 0.39 0.39 0.92 0.56 0.16 1
"49" 0.41 0.75 0.11 0.44 0.17 1
"50" 0.43 0.16 0.26 0.64 0.95 0
"51" 0.43 0.19 0.57 0.14 0.44 0
"52" 0.46 0.73 0.57 0.36 0.42 0
"53" 0.46 0.9 0.11 0.45 0.43 0
"54" 0.48 0.88 0.68 0 0.34 0
"55" 0.49 0.67 0.28 0.4 0.75 1
"56" 0.53 0.14 0.71 0.81 0.04 1
"57" 0.53 0.84 0.98 0.11 0.38 0
"58" 0.56 0.36 0.35 0.54 0.38 1
"59" 0.57 0.45 0.43 0.36 0.55 0
"60" 0.58 0.03 0.23 0.81 0.47 1
"61" 0.58 0.4 0.05 0.43 0.62 0
"62" 0.59 0.98 0.15 0.87 0.98 1
"63" 0.62 0.96 0.19 0.47 0.49 0
"64" 0.65 0.09 0.12 0.44 0.61 0
"65" 0.65 0.69 0.2 0.81 0.66 1
"66" 0.66 0.57 0.93 0.94 0.35 0
"67" 0.66 0.71 0.94 0.6 0.57 1
"68" 0.67 0 0.41 0.95 0.65 1
"69" 0.67 0.43 0.84 0.94 0.77 1
"70" 0.67 0.54 0.68 0.08 0.06 0
"71" 0.68 0.18 0.37 0.37 0.56 0
"72" 0.68 0.6 0.41 0.65 0.5 1
"73" 0.68 0.73 0.84 0.69 0.78 0
"74" 0.68 0.74 0.13 0.61 0.61 0
"75" 0.69 0.01 0.62 0.64 0.32 1
"76" 0.7 0.08 0.92 0.55 0.6 1
"77" 0.7 0.11 0.5 0.93 0.44 0
"78" 0.71 0.52 0.46 0.84 0.6 1
"79" 0.76 0.02 0.27 0.15 0.02 0
"80" 0.77 0.4 0.65 0.18 0.4 0
"81" 0.78 0.51 0.66 0.09 0.35 0
"82" 0.79 0.89 0.49 0.73 0.35 1
"83" 0.8 0.4 0.87 0.71 0.19 1
"84" 0.8 0.92 0.41 0.12 0.41 0
"85" 0.81 0.15 0.1 0.27 0.68 0
"86" 0.81 0.74 0.36 0.93 0.54 1
"87" 0.82 0.09 0.9 0.99 0.9 1
"88" 0.85 0.23 0.27 0.49 0.59 1
"89" 0.85 0.92 0.34 0.27 0.21 0
"90" 0.86 0.49 0.47 0.06 0.06 0
"91" 0.88 0.1 0.97 0.99 0.78 1
"92" 0.89 0.53 0.48 0.49 0.8 0
"93" 0.93 0.04 0.74 0.09 0.53 1
"94" 0.93 0.18 0.13 0.68 0.54 0
"95" 0.93 0.55 0.82 0.99 0.7 1
"96" 0.95 0.58 0.87 0.19 0.83 1
"97" 0.96 0.75 0.53 0.01 0.04 0
"98" 0.97 0.01 0.75 0.13 0.97 1
"99" 0.98 0.27 0 0.29 0.13 1
"100" 0.99 0.02 0.46 0.07 0.68 1
