"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.02 0.5 0.61 0.76 0.77 0
"2" 0.02 0.95 0.12 0.07 0.44 0
"3" 0.03 0.29 0.43 0.25 0.4 0
"4" 0.03 0.34 0.45 0.95 1 1
"5" 0.05 0.86 0.99 0.79 0.49 1
"6" 0.06 0.21 0.84 0.11 0.83 0
"7" 0.08 0.2 0.87 0.96 0.44 0
"8" 0.08 0.26 0.86 0.08 0.27 1
"9" 0.08 0.56 0.83 0.85 0.59 1
"10" 0.08 0.99 0.53 0.98 0.14 0
"11" 0.1 0.57 0.39 0.5 0.57 1
"12" 0.11 0.06 0.08 0.83 0.6 0
"13" 0.12 0.58 0.15 0.73 0.99 1
"14" 0.12 0.84 0.96 0.65 0.33 0
"15" 0.13 0.64 0.8 0.1 0.83 1
"16" 0.13 0.81 0.95 0.24 0.95 1
"17" 0.14 0.59 0.25 0.37 0.75 0
"18" 0.15 0.46 0.29 0.21 0.57 1
"19" 0.16 0.38 0.44 0.39 0.08 0
"20" 0.16 0.48 0.36 0.74 0.76 0
"21" 0.16 0.68 0.88 0.98 0.81 0
"22" 0.17 0.3 0.19 0.87 0.26 1
"23" 0.17 0.77 0.31 0.7 0.76 1
"24" 0.17 0.88 0.13 0.36 0.48 1
"25" 0.19 0.47 0.74 0.98 0.35 0
"26" 0.22 0.06 0.12 0.16 0.47 0
"27" 0.22 0.61 0.2 0.27 0.71 1
"28" 0.24 0.55 0.11 0.35 0.84 0
"29" 0.24 0.79 0.41 0.15 0.96 1
"30" 0.26 0.4 0.94 0.89 0.2 0
"31" 0.26 0.54 0.19 0.51 0.59 1
"32" 0.26 0.83 0.77 0.9 0.42 1
"33" 0.27 0.36 0.62 0.56 0.35 1
"34" 0.31 0.04 0.81 0.77 0.2 0
"35" 0.33 0.4 0.72 0.83 0.92 0
"36" 0.34 0.86 0.54 0.03 0.45 0
"37" 0.35 0.38 0.49 0.09 0.4 1
"38" 0.36 0.09 0.91 0.46 0.94 0
"39" 0.36 0.34 0.15 0.01 0.24 0
"40" 0.36 0.71 0.68 0.7 0.77 0
"41" 0.37 0.43 0.53 0.59 0.18 0
"42" 0.37 0.64 0.94 0.43 0.75 1
"43" 0.38 0.43 0.05 0.11 0.62 0
"44" 0.38 0.84 0.08 0.23 0.68 1
"45" 0.4 0.01 0.88 0.91 0.6 0
"46" 0.41 0.18 0.4 0.79 0.95 0
"47" 0.43 0.05 0.72 0.82 0.2 1
"48" 0.43 0.1 0.29 0.77 0.67 1
"49" 0.43 0.23 0.76 0.17 0.92 0
"50" 0.46 0.41 0.13 0.55 0.85 0
"51" 0.46 0.57 0.33 0.27 0.56 1
"52" 0.46 0.99 0.41 0.02 0.59 0
"53" 0.48 0.1 0.51 0.42 0.55 0
"54" 0.48 0.95 0.9 0.73 0.43 1
"55" 0.51 0.76 0.3 0.23 0.74 1
"56" 0.53 0.12 0.03 0.55 0.46 0
"57" 0.58 0.01 0.93 0.95 0.49 1
"58" 0.59 0.13 0.45 0.63 0.1 1
"59" 0.64 0.27 0.47 0.59 0.57 1
"60" 0.64 0.6 0.62 0.02 0.75 1
"61" 0.65 0.23 0.12 0.79 0.18 1
"62" 0.65 0.52 0.15 0.85 0.61 1
"63" 0.65 0.96 0.19 0.16 0.14 0
"64" 0.66 0.31 0.56 0.29 0.19 0
"65" 0.67 0.49 0.66 0.06 0.81 1
"66" 0.67 0.95 0.14 0.29 0.44 1
"67" 0.67 1 0.18 0.07 0.49 0
"68" 0.68 0.16 0.04 0.96 0.24 0
"69" 0.68 0.2 0.58 0.82 0.54 0
"70" 0.68 0.5 0.14 0.97 0.17 1
"71" 0.7 0.98 0.1 0.97 0.29 1
"72" 0.71 0.01 0.26 0.75 0.85 1
"73" 0.71 0.99 0.59 0.93 0.99 1
"74" 0.72 0.13 0.78 0.86 0.83 1
"75" 0.72 0.66 0.05 0.31 0.15 0
"76" 0.75 0.8 0.06 0.91 0.89 1
"77" 0.78 0.93 0.33 0.76 0.93 1
"78" 0.79 0.5 0.01 0.66 0.19 1
"79" 0.79 0.54 0.92 0.16 0.33 0
"80" 0.79 0.67 0.43 0.24 0.03 0
"81" 0.8 0.69 0.96 0.11 0.34 0
"82" 0.81 0.78 0.33 0.45 0.18 1
"83" 0.82 0.27 0.41 0.08 0.43 1
"84" 0.83 0.33 0.51 0.13 0.5 1
"85" 0.83 0.81 0.05 0.93 0.63 1
"86" 0.84 0.55 0.99 0.5 0.13 0
"87" 0.86 0.72 0.69 0.66 0.06 0
"88" 0.87 0.98 0.83 0.79 0.13 1
"89" 0.91 0.72 0.5 0.97 0.22 1
"90" 0.91 0.93 0.23 0.75 0.61 1
"91" 0.93 0.67 0.26 0.76 0.87 1
"92" 0.94 0.39 0.54 0.93 0.29 1
"93" 0.94 0.65 0.43 0.72 0.56 1
"94" 0.95 0.64 0.42 0.62 0.51 1
"95" 0.96 0.11 0.83 0.02 0.52 1
"96" 0.96 0.74 0.37 0.7 0.71 1
"97" 0.97 0.06 0.11 0.85 0.98 1
"98" 0.97 0.08 0.77 0.29 0.8 1
"99" 0.97 0.54 0.64 0.91 0.21 1
"100" 0.98 0.76 0.34 0.25 0.69 1
