"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.96 0.2 0.62 0.96 1
"2" 0.04 0.8 0.78 0.28 0.7 0
"3" 0.07 0.79 0.34 0.3 0.7 0
"4" 0.08 0.89 0.96 0.51 0.47 1
"5" 0.09 0.36 0.45 0.56 0.08 0
"6" 0.1 0.51 0.43 0.99 0.26 1
"7" 0.11 0.46 0.78 0.66 0.69 0
"8" 0.11 0.61 0.02 0.71 0.43 0
"9" 0.12 0.42 0.65 0.11 0.97 0
"10" 0.12 0.52 0.67 0.86 0.44 1
"11" 0.12 0.54 0.97 0.54 0.94 1
"12" 0.13 0.06 0.42 0.21 0.41 0
"13" 0.16 0.81 0.52 0.23 0.51 0
"14" 0.17 0.93 0.95 0.98 0.25 1
"15" 0.18 0.55 0.42 0.11 0.54 1
"16" 0.19 0.63 0.47 0.7 0.61 0
"17" 0.2 0.77 0.76 0.32 0.77 1
"18" 0.21 0.45 0.45 0.16 0.85 0
"19" 0.21 0.95 0.94 0.09 0.86 1
"20" 0.22 0.89 0.92 0.94 0.66 1
"21" 0.25 0.15 0.12 0.69 0.51 0
"22" 0.26 0.01 0.84 0.8 0.13 0
"23" 0.26 0.13 0.13 0.51 0.29 0
"24" 0.26 0.3 0.16 0.4 0.68 0
"25" 0.26 0.3 0.97 0.86 0.45 0
"26" 0.28 0.56 0.56 0.47 0.94 1
"27" 0.29 0.24 0.66 0.66 0.37 0
"28" 0.3 0.91 0.64 0.41 0.98 1
"29" 0.31 0.14 0.14 0.91 0.89 1
"30" 0.31 0.53 1 0.36 0.19 1
"31" 0.32 0.66 0.87 0.1 0.96 1
"32" 0.34 0.51 0.43 0.76 0.18 0
"33" 0.35 0.19 0.65 0.97 0.99 0
"34" 0.36 0.22 0.7 0.67 0.89 0
"35" 0.38 0.11 0.66 0.88 0.04 0
"36" 0.38 0.77 0.43 0.1 0.45 0
"37" 0.38 0.84 0.27 0.08 0.11 0
"38" 0.39 0.14 0.1 0.4 0.92 0
"39" 0.4 0.09 0.77 0.59 0.42 1
"40" 0.42 0.16 0.02 0.5 0.78 0
"41" 0.43 0.06 0 0.11 0.88 0
"42" 0.43 0.2 0.91 0.67 0.93 0
"43" 0.44 0.45 0.74 0.62 0.98 1
"44" 0.45 0.12 0.27 0.67 0.15 1
"45" 0.45 0.86 0.92 0.23 0.91 1
"46" 0.48 0.14 0.01 0.92 0.99 1
"47" 0.48 0.41 0.84 0.08 0.4 0
"48" 0.48 0.45 0.47 0.37 0.98 0
"49" 0.5 0.36 0.14 0.01 0.05 0
"50" 0.5 0.55 0.69 0.65 0.28 1
"51" 0.5 0.58 0.39 0.75 0.57 1
"52" 0.5 0.89 0.64 0.6 0.13 0
"53" 0.51 0.36 0.61 0.51 0.96 1
"54" 0.53 0.34 0.33 0.06 0.29 0
"55" 0.53 0.48 0.69 0.1 0.46 0
"56" 0.54 0.63 0.62 0.11 0.49 0
"57" 0.55 0.97 0.89 0.99 0.65 1
"58" 0.57 0.47 0.97 0.14 0.03 0
"59" 0.58 0.38 0.22 0.67 0.72 1
"60" 0.59 0.14 0 0.06 0.24 0
"61" 0.59 0.21 0.72 0.38 0.84 0
"62" 0.6 0.95 0.47 0.21 0.13 1
"63" 0.61 0.34 0.69 0.34 0.63 1
"64" 0.61 0.56 0.3 0.32 0.13 0
"65" 0.64 0.07 0.87 0.9 0.31 0
"66" 0.64 0.79 0.5 0.73 0.24 0
"67" 0.65 0.68 0.9 0.06 0.24 0
"68" 0.66 0.18 0.53 0.05 0.8 0
"69" 0.66 0.98 0.42 0.5 0.82 1
"70" 0.68 0.94 0.51 0.99 0.56 1
"71" 0.7 0.3 0.88 0.51 0.37 0
"72" 0.7 0.94 0.99 0.25 0.56 1
"73" 0.71 0.75 0.76 0.34 0.63 1
"74" 0.74 0.18 0.09 0.75 0.97 1
"75" 0.74 0.34 0.46 0.19 0.52 0
"76" 0.74 0.93 0.23 0.39 0.6 0
"77" 0.76 0.26 0.68 0.19 0.21 1
"78" 0.77 0.77 0.27 0.21 0.08 1
"79" 0.79 0.28 0.15 0.85 0.03 1
"80" 0.8 0.18 0.07 0.64 0.98 0
"81" 0.83 0.12 0.59 0.32 0.71 0
"82" 0.83 0.93 0.58 0.69 0.27 1
"83" 0.84 0.08 0.31 0.76 0.9 1
"84" 0.85 0.15 0.21 0.82 0.52 1
"85" 0.87 0.92 0.26 0.87 0.15 1
"86" 0.88 0.26 0.05 0.7 0.67 1
"87" 0.89 0.56 0.56 0.68 0.95 1
"88" 0.9 0.51 0.69 0.77 0.82 1
"89" 0.91 0.54 0.31 0.1 0.93 0
"90" 0.92 0.85 0.86 0.98 0.76 1
"91" 0.93 0.48 0.8 0.16 0.64 1
"92" 0.93 0.62 0.41 0.73 0.44 1
"93" 0.93 0.7 0.31 0.09 0.06 0
"94" 0.94 0.2 0.88 0.85 0.37 1
"95" 0.94 0.35 0.72 0.46 0.99 1
"96" 0.95 0.23 0.78 0.39 0.65 1
"97" 0.95 0.5 0.99 0.92 0.76 1
"98" 0.96 0.72 0.91 0.69 0.67 1
"99" 0.97 0.58 0.51 0.43 0.09 1
"100" 0.99 0.8 0.51 0.31 0.42 1
