"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.01 0.42 0.21 0.82 0.15 0
"2" 0.02 0.31 0.58 0.94 0.14 0
"3" 0.03 0.12 0.45 0.57 0.47 0
"4" 0.03 0.27 0.58 0.86 0.27 0
"5" 0.04 0.03 0.92 0.16 0.62 0
"6" 0.05 0.38 0.22 0.82 0.34 0
"7" 0.07 0.01 0.15 0.52 0.55 0
"8" 0.07 0.75 0.01 0.73 0.11 0
"9" 0.08 0.09 0.85 0.37 0.21 0
"10" 0.09 0.36 0.7 0.42 0.94 0
"11" 0.09 0.51 0.67 0.46 0.4 1
"12" 0.11 0.16 0.18 0.68 0.68 0
"13" 0.11 0.49 0.94 0.89 0.27 1
"14" 0.18 0.73 0.27 0.31 0.98 1
"15" 0.19 0.1 0.8 0.52 0.28 0
"16" 0.19 0.9 0.24 0.35 0.54 1
"17" 0.19 0.96 0.71 0.85 0.91 1
"18" 0.2 0.84 0.95 0.39 0.18 0
"19" 0.21 0.86 0.17 0.08 0.54 0
"20" 0.22 0.4 0.3 0.82 0.95 0
"21" 0.22 0.65 0.41 0.21 0.55 0
"22" 0.22 0.85 0.74 0.73 0.79 1
"23" 0.22 0.91 0.08 0.1 0.24 0
"24" 0.24 0.41 0.84 0.64 0.81 1
"25" 0.24 0.45 0.04 0.71 0.88 0
"26" 0.25 0.61 0.73 0.03 0.26 0
"27" 0.25 0.9 0.6 0.92 0.23 1
"28" 0.26 0.86 0.65 0.63 0.4 1
"29" 0.28 0.13 0.34 0.54 0.53 0
"30" 0.3 0.21 0.9 0.88 0.79 1
"31" 0.31 0.38 0.93 0.65 0.26 0
"32" 0.33 0.97 0.07 0.54 0.19 0
"33" 0.34 0.38 0.61 0.31 0.1 0
"34" 0.34 0.76 0.09 0.16 0.21 0
"35" 0.35 0.91 0.45 0.46 0.35 1
"36" 0.36 0.71 0.04 0.1 0.62 1
"37" 0.38 0.36 0.44 0.33 0.67 0
"38" 0.38 0.4 0.88 0.32 0.88 0
"39" 0.39 0 0.71 0.92 0.22 0
"40" 0.4 0.93 0.6 0.95 0.92 1
"41" 0.41 0.29 0.59 0.84 0.14 0
"42" 0.41 0.58 0.69 0.3 0.65 1
"43" 0.41 0.66 0.12 0.31 0.83 1
"44" 0.41 0.83 0.76 0.75 0.72 1
"45" 0.43 0.48 0.27 0.98 0.95 0
"46" 0.45 0.98 0.5 0.82 0.21 1
"47" 0.47 0.84 0.42 0.26 0.95 1
"48" 0.47 0.91 0.92 0.16 0.23 0
"49" 0.5 0.42 0.37 0.04 0.91 0
"50" 0.5 0.5 0.27 0.08 0.89 1
"51" 0.52 0.01 0.62 0.22 0.9 1
"52" 0.53 0.83 0.92 0.92 0.22 1
"53" 0.55 0.85 0.31 0.94 0.02 0
"54" 0.57 0.28 0.49 0.97 0.83 0
"55" 0.57 0.49 0.05 0.48 0.74 0
"56" 0.57 0.96 0.36 0.27 0.59 0
"57" 0.58 0.6 0.53 0.83 0.73 1
"58" 0.58 0.7 0.2 0.3 0.18 0
"59" 0.6 0.53 0.54 0.25 0.2 0
"60" 0.61 0.17 0.49 0.27 0.42 0
"61" 0.61 0.77 0.74 0.38 0.96 0
"62" 0.61 0.8 0.2 0.95 0.53 1
"63" 0.65 0.75 0.3 0.84 0.3 1
"64" 0.66 0.15 0.99 0.37 0.77 1
"65" 0.66 0.51 0.42 0.97 0.65 1
"66" 0.66 0.8 0.58 0.01 0.56 0
"67" 0.69 0.52 0.36 0.94 0.12 1
"68" 0.73 0.63 0.44 0.71 0.09 1
"69" 0.74 0.51 0.42 0.33 0.3 0
"70" 0.75 0.42 0.31 0.29 0.73 1
"71" 0.78 0.31 0.45 0.32 0.77 0
"72" 0.78 0.38 0.47 0.55 0.16 0
"73" 0.78 0.46 0.45 0.2 0.64 0
"74" 0.8 0.58 0.52 0.03 0.6 0
"75" 0.82 0.18 0.61 0.02 0.11 0
"76" 0.82 0.57 0.52 0.91 0.77 1
"77" 0.83 0.01 0.05 0.73 0.14 0
"78" 0.84 0.29 0.68 0.18 0.45 1
"79" 0.84 0.47 0.57 0.32 0.36 1
"80" 0.85 0.36 0.19 0.91 0.83 1
"81" 0.86 0.96 0.26 0.74 0.56 1
"82" 0.87 0.29 0.83 0.28 0.4 0
"83" 0.87 0.41 0.81 0.58 0.49 0
"84" 0.89 0.32 0.91 0.45 0.17 0
"85" 0.91 0.11 0.27 0.72 0.14 1
"86" 0.91 0.37 0.71 0.26 0.71 0
"87" 0.91 0.42 0.33 0.85 0.08 0
"88" 0.91 0.8 0.73 0.49 0.17 0
"89" 0.92 0.11 0.28 0.15 0.79 1
"90" 0.93 0.32 0.47 0.43 1 1
"91" 0.94 0.52 0.05 0.65 0.4 1
"92" 0.96 0.31 0.53 0.21 0.13 0
"93" 0.97 0.39 0.06 0.51 0.86 0
"94" 0.97 0.61 0.3 0.84 0.91 1
"95" 0.98 0.05 0.55 0.8 0.08 1
"96" 0.98 0.37 0.1 0.87 0.77 1
"97" 0.98 0.63 0.02 0.99 0.89 1
"98" 0.98 0.81 0.6 0.19 0.71 1
"99" 0.99 0.43 0.78 0.03 0.34 0
"100" 1 0.3 0.94 0.68 0.82 1
