"x1" "x2" "x3" "x4" "x5" "y"
"1" 0.04 0.01 0.63 0.08 0.56 0
"2" 0.04 0.73 0.16 0.89 0.6 1
"3" 0.05 0.62 0.12 0.29 0.9 1
"4" 0.05 0.96 0.21 0.13 0.37 0
"5" 0.06 0.45 0.86 0.99 0.75 1
"6" 0.06 0.75 0.26 0.8 0.11 0
"7" 0.07 0.37 0.46 0.51 0.33 1
"8" 0.08 0.15 0.45 0.41 0.2 0
"9" 0.09 0.19 0.47 0.66 0.03 0
"10" 0.09 0.27 0.91 0.27 0.23 1
"11" 0.09 0.55 0.47 0.66 0.68 0
"12" 0.11 0.46 0.78 0.42 0.23 1
"13" 0.12 0.96 0.4 0.24 0.11 1
"14" 0.14 0.37 0.68 0.39 0.04 0
"15" 0.14 0.87 0.61 0.75 0.41 0
"16" 0.18 0.68 0.06 0.5 0.96 1
"17" 0.19 0.01 0.46 0.28 0.02 0
"18" 0.19 0.51 0.95 0.25 0.37 0
"19" 0.2 0.13 0.03 0.01 0.77 0
"20" 0.2 0.22 0.98 0.49 0.38 0
"21" 0.2 0.4 0.11 0.84 0.28 0
"22" 0.21 0.7 0.02 0.77 0.81 1
"23" 0.22 0.78 0.09 0.65 0.72 1
"24" 0.26 0.91 0.73 0.18 0.12 0
"25" 0.27 0.75 0.2 0.39 0.88 1
"26" 0.28 0.99 0.97 0.72 0.31 1
"27" 0.31 0.78 0.32 0.78 0.24 0
"28" 0.32 0.62 0.04 0.94 0.01 0
"29" 0.34 0.28 0.55 0.77 0.57 0
"30" 0.35 0.14 0.61 0 0.34 0
"31" 0.35 0.42 0.32 0.13 0.6 0
"32" 0.36 0.13 0.31 0.89 0.73 0
"33" 0.36 0.25 0.41 0.22 0.65 1
"34" 0.37 0.42 0.08 0.46 0.98 0
"35" 0.38 0.71 0.27 0.62 0.83 1
"36" 0.4 0.53 0.86 0.93 0.54 1
"37" 0.41 0.44 0.57 0.82 0.67 1
"38" 0.41 0.96 0.91 0.06 0.74 1
"39" 0.43 0.95 0.08 0.16 0.33 0
"40" 0.44 0.13 0.02 0.8 0.82 1
"41" 0.46 0.67 0.32 0.56 0.29 0
"42" 0.47 0.63 0.98 0.07 0.62 1
"43" 0.47 0.81 0.99 0.95 0.31 1
"44" 0.48 0.7 0.55 0.2 0.35 0
"45" 0.52 0.98 0.06 0.55 0.88 1
"46" 0.53 0.47 0.76 0.5 0.96 1
"47" 0.53 0.53 0.6 0.43 0.68 0
"48" 0.56 0.37 0.7 0.51 0.81 1
"49" 0.56 0.56 0.83 0.59 0.11 1
"50" 0.56 0.62 0.5 0.95 0.02 0
"51" 0.6 0.15 0.12 0.26 0.59 0
"52" 0.6 0.16 0.58 0.31 0.88 1
"53" 0.6 0.67 0.5 0.52 0.37 0
"54" 0.6 0.73 0.69 0.65 0.96 1
"55" 0.6 0.79 0.96 0.57 0.33 1
"56" 0.6 0.96 0.38 0.18 0.38 0
"57" 0.62 0.3 0.36 0.65 0.94 1
"58" 0.62 0.9 0.82 0.54 0.43 0
"59" 0.63 0.68 0.21 0.05 0.66 1
"60" 0.64 0.1 0.47 0.48 0.17 0
"61" 0.64 0.58 0.68 0.24 0.58 0
"62" 0.65 0.83 0.3 0.72 0.92 1
"63" 0.66 0.76 0.74 0.04 0.92 1
"64" 0.68 0.9 0.97 0.35 0.29 0
"65" 0.7 0.52 0.07 0.11 0.32 0
"66" 0.71 0.69 0.17 0.99 0.77 1
"67" 0.73 0.33 0.48 0.83 0.03 1
"68" 0.73 0.39 0.41 0.23 0.08 0
"69" 0.73 0.49 0.2 0.78 0.3 1
"70" 0.74 0.27 0.84 0.61 0.13 0
"71" 0.76 0.17 0.23 0.45 0.84 0
"72" 0.76 0.63 0.12 0.75 0.75 1
"73" 0.78 0.24 0.07 0.77 0.15 1
"74" 0.79 0.02 0.73 0.66 0.16 1
"75" 0.79 0.87 0.43 0.31 0.87 0
"76" 0.81 0.58 0.28 0.04 0.43 0
"77" 0.82 0.4 0.58 0.39 0.76 0
"78" 0.83 0.62 0.91 0.51 0.31 0
"79" 0.84 0.66 0.19 0.53 0.89 1
"80" 0.84 0.72 0.12 0.9 0.95 1
"81" 0.85 0.06 0.22 0.94 0.85 1
"82" 0.86 0 0.63 0.62 0.78 0
"83" 0.86 0.37 0.12 0.77 0.33 1
"84" 0.89 0.42 0.21 0.24 0.98 0
"85" 0.89 0.55 0.28 0.32 0.65 1
"86" 0.89 0.66 0.75 0.02 0.42 0
"87" 0.89 0.8 0.25 0.87 0.05 1
"88" 0.9 0.3 0.01 0.84 0.37 1
"89" 0.9 0.77 0.64 0.81 0.82 1
"90" 0.9 0.82 0.86 0.78 0.03 1
"91" 0.92 0.51 0.33 0.9 0.11 1
"92" 0.92 0.94 0.49 0.49 0.73 0
"93" 0.93 0.77 0.79 0.28 0.78 1
"94" 0.93 1 0.94 0.82 0.7 1
"95" 0.96 0.97 0.44 0.78 0.9 1
"96" 0.97 0.09 0.78 0.54 0.65 1
"97" 0.97 0.34 0.46 0.81 0.14 1
"98" 0.99 0.17 0.97 0.34 0.72 1
"99" 0.99 0.89 0.11 0.33 0.6 1
"100" 1 0.74 0.39 0.46 0.68 1
