"x1" "x2" "x3" "x4" "x5" "y"
"1" 0 0.56 0.9 0.42 0.38 0
"2" 0 0.89 0.09 0.64 0.79 1
"3" 0.01 0.67 0.29 1 0.75 1
"4" 0.03 0.12 0.77 0.81 0.97 0
"5" 0.03 0.56 0.2 0.48 0.59 1
"6" 0.06 0.17 0.22 0.44 0.88 0
"7" 0.06 0.81 0.37 0.11 0.58 0
"8" 0.06 1 0.11 0.53 0.26 0
"9" 0.07 0.16 0.82 0.05 0.53 0
"10" 0.07 0.24 0.06 0.59 0.78 0
"11" 0.07 0.92 0.5 0.64 0.11 1
"12" 0.08 0.06 0.94 0.57 0.73 0
"13" 0.09 0.38 0.26 0.11 0.09 0
"14" 0.1 1 0.48 0.93 0.02 1
"15" 0.11 0.2 0.24 0.26 0.49 0
"16" 0.12 0.28 0.49 0.42 0.39 0
"17" 0.12 0.65 0.13 0.05 0.42 1
"18" 0.14 0.43 0.12 0.85 0.04 0
"19" 0.14 0.98 0.06 0.92 0.38 0
"20" 0.15 0.01 0.38 0.64 0.63 0
"21" 0.15 0.17 0.91 0.05 0.15 0
"22" 0.15 0.55 0.22 0.32 0.72 1
"23" 0.16 0.17 0.99 0.65 0.25 0
"24" 0.16 0.23 0.17 0.36 0.01 0
"25" 0.16 0.29 0.82 0.26 0.95 0
"26" 0.16 0.33 0.45 0.21 0.54 0
"27" 0.18 0.42 0.38 0.43 0.65 0
"28" 0.19 0.4 0.48 0.52 0.36 0
"29" 0.21 0.13 0.61 0.52 0.86 0
"30" 0.23 0.39 0.58 0.69 0.92 0
"31" 0.24 0.43 0.4 0 0.92 0
"32" 0.24 0.95 0.81 0.17 0.76 0
"33" 0.25 0.39 0.43 0.09 0.52 0
"34" 0.26 0.12 0.29 0.34 0.78 0
"35" 0.26 0.82 0.71 0.31 0.64 1
"36" 0.27 0.16 0.45 0.55 0.62 0
"37" 0.27 0.62 0.83 0.99 0.77 1
"38" 0.28 0.17 0.92 0.91 0.09 0
"39" 0.28 0.99 0.81 0.84 0.62 1
"40" 0.3 0.28 0.95 0.54 0.16 0
"41" 0.31 0.56 0.59 0.99 0.31 0
"42" 0.32 0.67 0.81 0.56 0.07 1
"43" 0.37 0.36 0.03 0.72 0.66 0
"44" 0.39 0.46 0.28 0.93 0.4 1
"45" 0.41 0.58 0.95 0.06 0.96 0
"46" 0.42 0.27 0.04 0.64 0.85 0
"47" 0.43 0.91 0.22 0.92 0.21 0
"48" 0.44 0.44 0.11 0.75 0.35 0
"49" 0.44 0.59 0.42 0.02 0.55 1
"50" 0.45 0.37 0.01 0.53 0.21 0
"51" 0.45 0.67 0.25 0.38 0.05 0
"52" 0.51 0.49 0.29 0.9 0.53 0
"53" 0.52 0 0.29 0.86 0.08 0
"54" 0.53 0.05 0.6 0.26 0 0
"55" 0.53 0.57 0.82 0.96 0.15 0
"56" 0.54 0.88 0.88 0.85 0.59 1
"57" 0.55 0.16 0.33 0.51 0.38 0
"58" 0.56 0.5 0.96 0.78 0.89 1
"59" 0.57 0.15 0.99 0.95 0.84 0
"60" 0.57 0.36 0.61 0.6 0.18 1
"61" 0.58 0.28 0.98 0.36 0.76 1
"62" 0.6 0.18 0.77 0.11 0.24 0
"63" 0.6 0.42 0.02 0.7 0.37 1
"64" 0.62 0 0.16 0.03 0.57 0
"65" 0.63 0.77 0.67 0.53 0.86 1
"66" 0.65 0.74 0.32 0.87 0.94 1
"67" 0.67 0.4 0.64 0.77 0.59 1
"68" 0.68 0.64 0.96 0.07 0.6 0
"69" 0.68 0.72 0.99 0.2 0.95 1
"70" 0.69 0.86 0.94 0.55 0.15 1
"71" 0.7 0.9 0.66 0.85 0.4 1
"72" 0.71 0.22 0.69 0.48 0.99 1
"73" 0.72 0.6 0.53 0.67 0.39 1
"74" 0.73 0.26 0.39 0.13 0.19 0
"75" 0.73 0.43 0.92 0.18 0.59 1
"76" 0.73 0.47 0.58 0.1 0.55 0
"77" 0.73 0.77 0.26 0.83 0.3 1
"78" 0.74 0.61 0.56 0.49 0.25 0
"79" 0.75 0.02 0.27 0.79 0.52 1
"80" 0.75 0.74 0.04 0.06 0.3 0
"81" 0.77 0.84 0.86 0.94 0.69 1
"82" 0.78 0.59 0.89 0.95 0.33 1
"83" 0.79 0.01 0.26 0.55 0.32 0
"84" 0.79 0.15 0.58 0.78 0.66 1
"85" 0.8 0.31 0.32 0.92 0.79 1
"86" 0.81 0.43 0.21 0.06 0.18 0
"87" 0.81 0.45 0.56 0.67 0.6 1
"88" 0.84 0.84 0.55 0.06 0.94 1
"89" 0.85 0.84 0.65 0.28 0.34 1
"90" 0.88 0.62 0.52 0.29 0.44 0
"91" 0.89 0.42 0.5 0.84 0.57 1
"92" 0.89 0.88 0.86 0.03 0.26 0
"93" 0.9 0.71 0.67 0.52 0.67 0
"94" 0.9 0.9 0.94 0.22 0.26 0
"95" 0.93 0.27 0.05 0.52 0.65 1
"96" 0.93 0.37 0.3 0.02 0.7 0
"97" 0.93 0.63 0.51 0.66 0.5 1
"98" 0.94 0.85 0.37 0.84 0.24 1
"99" 0.97 0.96 0.07 0.61 0.41 1
"100" 0.99 1 0.69 0.41 0.43 1
